Attribute,Process,Commodity,Sector,Subsector,Technology,Fuel,Enduse,Unit,Parameters,FuelGroup
VAR_Cap,C_WSR-SH_Boiler-FOL00,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Fuel Oil,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_Boiler-ELC,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Electricity,Space Heating,GW,Technology Capacity,Electricity
VAR_Cap,C_WSR-SH_Boiler-DSL00,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Diesel,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_Boiler-COA00,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Coal,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_FIn,C_WSR-SH_Boiler-COA00,COMCOA,Commercial,Warehouses/Supermarkets/Retail,Boiler,Coal,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,C_WSR-SH_Boiler-DSL00,COMDSL,Commercial,Warehouses/Supermarkets/Retail,Boiler,Diesel,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,C_WSR-SH_Boiler-ELC,COMELC,Commercial,Warehouses/Supermarkets/Retail,Boiler,Electricity,Space Heating,PJ,Fuel Consumption,Electricity
VAR_FIn,C_WSR-SH_Boiler-FOL00,COMFOL,Commercial,Warehouses/Supermarkets/Retail,Boiler,Fuel Oil,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,C_WSR-SH_Boiler-LPG00,COMLPG,Commercial,Warehouses/Supermarkets/Retail,Boiler,LPG,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,C_WSR-SH_Boiler-NGA00,COMNGA,Commercial,Warehouses/Supermarkets/Retail,Boiler,Natural Gas,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FOut,C_WSR-SH_Boiler-COA00,C_WSR-SH,Commercial,Warehouses/Supermarkets/Retail,Boiler,Coal,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,C_WSR-SH_Boiler-COA00,COMCO2,Commercial,Warehouses/Supermarkets/Retail,Boiler,Coal,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_FOut,C_WSR-SH_Boiler-DSL00,C_WSR-SH,Commercial,Warehouses/Supermarkets/Retail,Boiler,Diesel,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,C_WSR-SH_Boiler-DSL00,COMCO2,Commercial,Warehouses/Supermarkets/Retail,Boiler,Diesel,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_FOut,C_WSR-SH_Boiler-ELC,C_WSR-SH,Commercial,Warehouses/Supermarkets/Retail,Boiler,Electricity,Space Heating,PJ,End Use Demand,Electricity
VAR_FOut,C_WSR-SH_Boiler-FOL00,C_WSR-SH,Commercial,Warehouses/Supermarkets/Retail,Boiler,Fuel Oil,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,C_WSR-SH_Boiler-FOL00,COMCO2,Commercial,Warehouses/Supermarkets/Retail,Boiler,Fuel Oil,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_FOut,C_WSR-SH_Boiler-LPG00,C_WSR-SH,Commercial,Warehouses/Supermarkets/Retail,Boiler,LPG,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,C_WSR-SH_Boiler-LPG00,COMCO2,Commercial,Warehouses/Supermarkets/Retail,Boiler,LPG,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_FOut,C_WSR-SH_Boiler-NGA00,C_WSR-SH,Commercial,Warehouses/Supermarkets/Retail,Boiler,Natural Gas,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,C_WSR-SH_Boiler-NGA00,COMCO2,Commercial,Warehouses/Supermarkets/Retail,Boiler,Natural Gas,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_FIn,C_HLTH-WH_Instant-LPG,COMLPG,Commercial,Healthcare,Instantaneous Water Heater ,LPG,Water Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FOut,C_HLTH-WH_Instant-LPG,C_HLTH-WH,Commercial,Healthcare,Instantaneous Water Heater ,LPG,Water Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,C_HLTH-WH_Instant-LPG,COMCO2,Commercial,Healthcare,Instantaneous Water Heater ,LPG,Water Heating,kt CO2,Emissions,Fossil Fuels
VAR_Cap,C_HLTH-WH_Instant-NGA,-,Commercial,Healthcare,Instantaneous Water Heater ,Natural Gas,Water Heating,GW,Technology Capacity,Fossil Fuels
VAR_FIn,C_HLTH-WH_Instant-NGA,COMNGA,Commercial,Healthcare,Instantaneous Water Heater ,Natural Gas,Water Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FOut,C_HLTH-WH_Instant-NGA,C_HLTH-WH,Commercial,Healthcare,Instantaneous Water Heater ,Natural Gas,Water Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,C_HLTH-WH_Instant-NGA,COMCO2,Commercial,Healthcare,Instantaneous Water Heater ,Natural Gas,Water Heating,kt CO2,Emissions,Fossil Fuels
VAR_Cap,C_OFFC-WH_AirHP-ELC00,-,Commercial,Office Blocks,Heat Pump,Electricity,Water Heating,GW,Technology Capacity,Electricity
VAR_FIn,C_OFFC-WH_AirHP-ELC00,COMELC,Commercial,Office Blocks,Heat Pump,Electricity,Water Heating,PJ,Fuel Consumption,Electricity
VAR_FOut,C_OFFC-WH_AirHP-ELC00,C_OFFC-WH,Commercial,Office Blocks,Heat Pump,Electricity,Water Heating,PJ,End Use Demand,Electricity
VAR_Cap,C_OFFC-WH_Boiler-COA00,-,Commercial,Office Blocks,Boiler,Coal,Water Heating,GW,Technology Capacity,Fossil Fuels
VAR_FIn,C_OFFC-WH_Boiler-COA00,COMCOA,Commercial,Office Blocks,Boiler,Coal,Water Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FOut,C_OFFC-WH_Boiler-COA00,C_OFFC-WH,Commercial,Office Blocks,Boiler,Coal,Water Heating,PJ,End Use Demand,Fossil Fuels
VAR_Cap,WOOD-PH-STM_HW-WOD-Boiler,-,Industry,Wood Product Manufacturing,Boiler,Wood,Process Heat Steam/Hot Water,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,WOOD-PH-STM_HW-WOD-BLR15,-,Industry,Wood Product Manufacturing,Boiler,Wood,Process Heat Steam/Hot Water,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,WOOD-PH-STM_HW-NGA-Boiler,-,Industry,Wood Product Manufacturing,Boiler,Natural Gas,Process Heat Steam/Hot Water,GW,Technology Capacity,Fossil Fuels
VAR_Cap,WOOD-PH-STM_HW-NGA-BLR15,-,Industry,Wood Product Manufacturing,Boiler,Natural Gas,Process Heat Steam/Hot Water,GW,Technology Capacity,Fossil Fuels
VAR_Cap,WOOD-PH-STM_HW-FOL-BLR15,-,Industry,Wood Product Manufacturing,Boiler,Fuel Oil,Process Heat Steam/Hot Water,GW,Technology Capacity,Fossil Fuels
VAR_Cap,WOOD-PH-STM_HW-ELC-Boiler,-,Industry,Wood Product Manufacturing,Boiler,Electricity,Process Heat Steam/Hot Water,GW,Technology Capacity,Electricity
VAR_Cap,WOOD-PH-STM_HW-ELC-BLR15,-,Industry,Wood Product Manufacturing,Boiler,Electricity,Process Heat Steam/Hot Water,GW,Technology Capacity,Electricity
VAR_Cap,WOOD-PH-STM_HW-DSL-BLR15,-,Industry,Wood Product Manufacturing,Boiler,Diesel,Process Heat Steam/Hot Water,GW,Technology Capacity,Fossil Fuels
VAR_Cap,WOOD-PH-STM_HW-COA-BLR15,-,Industry,Wood Product Manufacturing,Boiler,Coal,Process Heat Steam/Hot Water,GW,Technology Capacity,Fossil Fuels
VAR_FIn,WOOD-PH-STM_HW-COA-BLR15,INDCOA,Industry,Wood Product Manufacturing,Boiler,Coal,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,WOOD-PH-STM_HW-DSL-BLR15,INDDSL,Industry,Wood Product Manufacturing,Boiler,Diesel,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,WOOD-PH-STM_HW-ELC-BLR15,INDELC,Industry,Wood Product Manufacturing,Boiler,Electricity,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Electricity
VAR_FIn,WOOD-PH-STM_HW-ELC-Boiler,INDELC,Industry,Wood Product Manufacturing,Boiler,Electricity,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Electricity
VAR_FIn,WOOD-PH-STM_HW-FOL-BLR15,INDFOL,Industry,Wood Product Manufacturing,Boiler,Fuel Oil,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,WOOD-PH-STM_HW-NGA-BLR15,INDNGA,Industry,Wood Product Manufacturing,Boiler,Natural Gas,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,WOOD-PH-STM_HW-NGA-Boiler,INDNGA,Industry,Wood Product Manufacturing,Boiler,Natural Gas,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,WOOD-PH-STM_HW-WOD-BLR15,INDWOD,Industry,Wood Product Manufacturing,Boiler,Wood,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Renewables (direct use)
VAR_FIn,WOOD-PH-STM_HW-WOD-Boiler,INDOSWOD,Industry,Wood Product Manufacturing,Boiler,Wood,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Renewables (direct use)
VAR_FIn,WOOD-PH-STM_HW-WOD-Boiler,INDWOD,Industry,Wood Product Manufacturing,Boiler,Wood,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Renewables (direct use)
VAR_FOut,WOOD-PH-STM_HW-COA-BLR15,INDCO2,Industry,Wood Product Manufacturing,Boiler,Coal,Process Heat Steam/Hot Water,kt CO2,Emissions,Fossil Fuels
VAR_FOut,WOOD-PH-STM_HW-COA-BLR15,WOOD-PH-STM_HW,Industry,Wood Product Manufacturing,Boiler,Coal,Process Heat Steam/Hot Water,PJ,End Use Demand,Fossil Fuels
VAR_FOut,WOOD-PH-STM_HW-DSL-BLR15,INDCO2,Industry,Wood Product Manufacturing,Boiler,Diesel,Process Heat Steam/Hot Water,kt CO2,Emissions,Fossil Fuels
VAR_FOut,WOOD-PH-STM_HW-DSL-BLR15,WOOD-PH-STM_HW,Industry,Wood Product Manufacturing,Boiler,Diesel,Process Heat Steam/Hot Water,PJ,End Use Demand,Fossil Fuels
VAR_FOut,WOOD-PH-STM_HW-ELC-BLR15,WOOD-PH-STM_HW,Industry,Wood Product Manufacturing,Boiler,Electricity,Process Heat Steam/Hot Water,PJ,End Use Demand,Electricity
VAR_FOut,WOOD-PH-STM_HW-ELC-Boiler,WOOD-PH-STM_HW,Industry,Wood Product Manufacturing,Boiler,Electricity,Process Heat Steam/Hot Water,PJ,End Use Demand,Electricity
VAR_FOut,WOOD-PH-STM_HW-FOL-BLR15,INDCO2,Industry,Wood Product Manufacturing,Boiler,Fuel Oil,Process Heat Steam/Hot Water,kt CO2,Emissions,Fossil Fuels
VAR_FOut,WOOD-PH-STM_HW-FOL-BLR15,WOOD-PH-STM_HW,Industry,Wood Product Manufacturing,Boiler,Fuel Oil,Process Heat Steam/Hot Water,PJ,End Use Demand,Fossil Fuels
VAR_FOut,WOOD-PH-STM_HW-NGA-BLR15,INDCO2,Industry,Wood Product Manufacturing,Boiler,Natural Gas,Process Heat Steam/Hot Water,kt CO2,Emissions,Fossil Fuels
VAR_FOut,WOOD-PH-STM_HW-NGA-BLR15,WOOD-PH-STM_HW,Industry,Wood Product Manufacturing,Boiler,Natural Gas,Process Heat Steam/Hot Water,PJ,End Use Demand,Fossil Fuels
VAR_FOut,WOOD-PH-STM_HW-NGA-Boiler,INDCO2,Industry,Wood Product Manufacturing,Boiler,Natural Gas,Process Heat Steam/Hot Water,kt CO2,Emissions,Fossil Fuels
VAR_FOut,WOOD-PH-STM_HW-NGA-Boiler,WOOD-PH-STM_HW,Industry,Wood Product Manufacturing,Boiler,Natural Gas,Process Heat Steam/Hot Water,PJ,End Use Demand,Fossil Fuels
VAR_FOut,WOOD-PH-STM_HW-WOD-BLR15,WOOD-PH-STM_HW,Industry,Wood Product Manufacturing,Boiler,Wood,Process Heat Steam/Hot Water,PJ,End Use Demand,Renewables (direct use)
VAR_FOut,WOOD-PH-STM_HW-WOD-Boiler,WOOD-PH-STM_HW,Industry,Wood Product Manufacturing,Boiler,Wood,Process Heat Steam/Hot Water,PJ,End Use Demand,Renewables (direct use)
VAR_Cap,R_DDW-SH_Burner-WOD00,-,Residential,Detached Dwellings,Burner,Wood,Space Heating,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,R_DDW-SH_Burner-NGA00,-,Residential,Detached Dwellings,Burner,Natural Gas,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,R_DDW-SH_Burner-LPG00,-,Residential,Detached Dwellings,Burner,LPG,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,R_DDW-SH_Burner-DSL00,-,Residential,Detached Dwellings,Burner,Diesel,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,R_DDW-SH_Burner-COA00,-,Residential,Detached Dwellings,Burner,Coal,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_FIn,R_DDW-SH_Burner-COA00,RESCOA,Residential,Detached Dwellings,Burner,Coal,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,R_DDW-SH_Burner-DSL00,RESDSL,Residential,Detached Dwellings,Burner,Diesel,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,R_DDW-SH_Burner-LPG00,RESLPG,Residential,Detached Dwellings,Burner,LPG,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,R_DDW-SH_Burner-NGA00,RESNGA,Residential,Detached Dwellings,Burner,Natural Gas,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,R_DDW-SH_Burner-WOD00,RESWOD,Residential,Detached Dwellings,Burner,Wood,Space Heating,PJ,Fuel Consumption,Renewables (direct use)
VAR_FOut,R_DDW-SH_Burner-COA00,R_DDW-SH,Residential,Detached Dwellings,Burner,Coal,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,R_DDW-SH_Burner-COA00,RESCO2,Residential,Detached Dwellings,Burner,Coal,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_FOut,R_DDW-SH_Burner-DSL00,R_DDW-SH,Residential,Detached Dwellings,Burner,Diesel,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,R_DDW-SH_Burner-DSL00,RESCO2,Residential,Detached Dwellings,Burner,Diesel,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_FOut,R_DDW-SH_Burner-LPG00,R_DDW-SH,Residential,Detached Dwellings,Burner,LPG,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,R_DDW-SH_Burner-LPG00,RESCO2,Residential,Detached Dwellings,Burner,LPG,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_FOut,R_DDW-SH_Burner-NGA00,R_DDW-SH,Residential,Detached Dwellings,Burner,Natural Gas,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,R_DDW-SH_Burner-NGA00,RESCO2,Residential,Detached Dwellings,Burner,Natural Gas,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_FOut,R_DDW-SH_Burner-WOD00,R_DDW-SH,Residential,Detached Dwellings,Burner,Wood,Space Heating,PJ,End Use Demand,Renewables (direct use)
VAR_Cap,C_EDU-SH_Burner-NGA00,-,Commercial,Education,Burner,Natural Gas,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_FIn,C_EDU-SH_Burner-NGA00,COMNGA,Commercial,Education,Burner,Natural Gas,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FOut,C_EDU-SH_Burner-NGA00,C_EDU-SH,Commercial,Education,Burner,Natural Gas,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,C_EDU-SH_Burner-NGA00,COMCO2,Commercial,Education,Burner,Natural Gas,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_Cap,METAL-PH-DirH-NGA-Burner15,-,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Burner,Natural Gas,Process Heat Direct,GW,Technology Capacity,Fossil Fuels
VAR_Cap,METAL-PH-DirH-NGA-Burner,-,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Burner,Natural Gas,Process Heat Direct,GW,Technology Capacity,Fossil Fuels
VAR_FIn,METAL-PH-DirH-NGA-Burner,INDNGA,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Burner,Natural Gas,Process Heat Direct,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,METAL-PH-DirH-NGA-Burner15,INDNGA,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Burner,Natural Gas,Process Heat Direct,PJ,Fuel Consumption,Fossil Fuels
VAR_FOut,METAL-PH-DirH-NGA-Burner,INDCO2,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Burner,Natural Gas,Process Heat Direct,kt CO2,Emissions,Fossil Fuels
VAR_FOut,METAL-PH-DirH-NGA-Burner,METAL-PH-DirH,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Burner,Natural Gas,Process Heat Direct,PJ,End Use Demand,Fossil Fuels
VAR_FOut,METAL-PH-DirH-NGA-Burner15,INDCO2,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Burner,Natural Gas,Process Heat Direct,kt CO2,Emissions,Fossil Fuels
VAR_FOut,METAL-PH-DirH-NGA-Burner15,METAL-PH-DirH,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Burner,Natural Gas,Process Heat Direct,PJ,End Use Demand,Fossil Fuels
VAR_Cap,R_JDW-SH_Burner-NGA00,-,Residential,Joined Dwellings,Burner,Natural Gas,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,R_JDW-SH_Burner-LPG00,-,Residential,Joined Dwellings,Burner,LPG,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,R_JDW-SH_Burner-DSL00,-,Residential,Joined Dwellings,Burner,Diesel,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_FIn,R_JDW-SH_Burner-DSL00,RESDSL,Residential,Joined Dwellings,Burner,Diesel,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,R_JDW-SH_Burner-LPG00,RESLPG,Residential,Joined Dwellings,Burner,LPG,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,R_JDW-SH_Burner-NGA00,RESNGA,Residential,Joined Dwellings,Burner,Natural Gas,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FOut,R_JDW-SH_Burner-DSL00,R_JDW-SH,Residential,Joined Dwellings,Burner,Diesel,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,R_JDW-SH_Burner-DSL00,RESCO2,Residential,Joined Dwellings,Burner,Diesel,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_FOut,R_JDW-SH_Burner-LPG00,R_JDW-SH,Residential,Joined Dwellings,Burner,LPG,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,R_JDW-SH_Burner-LPG00,RESCO2,Residential,Joined Dwellings,Burner,LPG,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_FOut,R_JDW-SH_Burner-NGA00,R_JDW-SH,Residential,Joined Dwellings,Burner,Natural Gas,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,R_JDW-SH_Burner-NGA00,RESCO2,Residential,Joined Dwellings,Burner,Natural Gas,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_Cap,MEAT-PH-DirH-NGA-Burner,-,Industry,Meat Processing,Burner,Natural Gas,Process Heat Direct,GW,Technology Capacity,Fossil Fuels
VAR_FIn,MEAT-PH-DirH-NGA-Burner,INDNGA,Industry,Meat Processing,Burner,Natural Gas,Process Heat Direct,PJ,Fuel Consumption,Fossil Fuels
VAR_FOut,MEAT-PH-DirH-NGA-Burner,INDCO2,Industry,Meat Processing,Burner,Natural Gas,Process Heat Direct,kt CO2,Emissions,Fossil Fuels
VAR_FOut,MEAT-PH-DirH-NGA-Burner,MEAT-PH-DirH,Industry,Meat Processing,Burner,Natural Gas,Process Heat Direct,PJ,End Use Demand,Fossil Fuels
VAR_Cap,C_OFFC-SH_Burner-NGA00,-,Commercial,Office Blocks,Burner,Natural Gas,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_FIn,C_OFFC-SH_Burner-NGA00,COMNGA,Commercial,Office Blocks,Burner,Natural Gas,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FOut,C_OFFC-SH_Burner-NGA00,C_OFFC-SH,Commercial,Office Blocks,Burner,Natural Gas,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,C_OFFC-SH_Burner-NGA00,COMCO2,Commercial,Office Blocks,Burner,Natural Gas,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_Cap,C_OTH-SH_Burner-NGA00,-,Commercial,Other (Commercial),Burner,Natural Gas,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_FIn,C_OTH-SH_Burner-NGA00,COMNGA,Commercial,Other (Commercial),Burner,Natural Gas,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FOut,C_OTH-SH_Burner-NGA00,C_OTH-SH,Commercial,Other (Commercial),Burner,Natural Gas,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,C_OTH-SH_Burner-NGA00,COMCO2,Commercial,Other (Commercial),Burner,Natural Gas,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_Cap,CHMCL-PH-DirH-NGA-Burner15,-,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Burner,Natural Gas,Process Heat Direct,GW,Technology Capacity,Fossil Fuels
VAR_Cap,CHMCL-PH-DirH-NGA-Burner,-,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Burner,Natural Gas,Process Heat Direct,GW,Technology Capacity,Fossil Fuels
VAR_FIn,CHMCL-PH-DirH-NGA-Burner,INDNGA,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Burner,Natural Gas,Process Heat Direct,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,CHMCL-PH-DirH-NGA-Burner15,INDNGA,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Burner,Natural Gas,Process Heat Direct,PJ,Fuel Consumption,Fossil Fuels
VAR_FOut,CHMCL-PH-DirH-NGA-Burner,CHMCL-PH-DirH,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Burner,Natural Gas,Process Heat Direct,PJ,End Use Demand,Fossil Fuels
VAR_FOut,CHMCL-PH-DirH-NGA-Burner,INDCO2,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Burner,Natural Gas,Process Heat Direct,kt CO2,Emissions,Fossil Fuels
VAR_FOut,CHMCL-PH-DirH-NGA-Burner15,CHMCL-PH-DirH,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Burner,Natural Gas,Process Heat Direct,PJ,End Use Demand,Fossil Fuels
VAR_FOut,CHMCL-PH-DirH-NGA-Burner15,INDCO2,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Burner,Natural Gas,Process Heat Direct,kt CO2,Emissions,Fossil Fuels
VAR_Cap,PLPPPR-PH-DirH-NGA-Burner15,-,Industry,Pulp and Paper Manufacturing,Burner,Natural Gas,Process Heat Direct,GW,Technology Capacity,Fossil Fuels
VAR_Cap,PLPPPR-PH-DirH-NGA-Burner,-,Industry,Pulp and Paper Manufacturing,Burner,Natural Gas,Process Heat Direct,GW,Technology Capacity,Fossil Fuels
VAR_FIn,PLPPPR-PH-DirH-NGA-Burner,INDNGA,Industry,Pulp and Paper Manufacturing,Burner,Natural Gas,Process Heat Direct,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,PLPPPR-PH-DirH-NGA-Burner15,INDNGA,Industry,Pulp and Paper Manufacturing,Burner,Natural Gas,Process Heat Direct,PJ,Fuel Consumption,Fossil Fuels
VAR_FOut,PLPPPR-PH-DirH-NGA-Burner,INDCO2,Industry,Pulp and Paper Manufacturing,Burner,Natural Gas,Process Heat Direct,kt CO2,Emissions,Fossil Fuels
VAR_FOut,PLPPPR-PH-DirH-NGA-Burner,PLPPPR-PH-DirH,Industry,Pulp and Paper Manufacturing,Burner,Natural Gas,Process Heat Direct,PJ,End Use Demand,Fossil Fuels
VAR_FOut,PLPPPR-PH-DirH-NGA-Burner15,INDCO2,Industry,Pulp and Paper Manufacturing,Burner,Natural Gas,Process Heat Direct,kt CO2,Emissions,Fossil Fuels
VAR_FOut,PLPPPR-PH-DirH-NGA-Burner15,PLPPPR-PH-DirH,Industry,Pulp and Paper Manufacturing,Burner,Natural Gas,Process Heat Direct,PJ,End Use Demand,Fossil Fuels
VAR_Cap,C_WSR-SH_HeatHD-NGA00,-,Commercial,Warehouses/Supermarkets/Retail,Burner,Natural Gas,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_HeatHD-LPG00,-,Commercial,Warehouses/Supermarkets/Retail,Burner,LPG,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_HeatHD-FOL00,-,Commercial,Warehouses/Supermarkets/Retail,Burner,Fuel Oil,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_HeatHD-COA00,-,Commercial,Warehouses/Supermarkets/Retail,Burner,Coal,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_FIn,C_WSR-SH_HeatHD-COA00,COMCOA,Commercial,Warehouses/Supermarkets/Retail,Burner,Coal,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,C_WSR-SH_HeatHD-FOL00,COMFOL,Commercial,Warehouses/Supermarkets/Retail,Burner,Fuel Oil,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,C_WSR-SH_HeatHD-LPG00,COMLPG,Commercial,Warehouses/Supermarkets/Retail,Burner,LPG,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FIn,C_WSR-SH_HeatHD-NGA00,COMNGA,Commercial,Warehouses/Supermarkets/Retail,Burner,Natural Gas,Space Heating,PJ,Fuel Consumption,Fossil Fuels
VAR_FOut,C_WSR-SH_HeatHD-COA00,C_WSR-SH,Commercial,Warehouses/Supermarkets/Retail,Burner,Coal,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,C_WSR-SH_HeatHD-COA00,COMCO2,Commercial,Warehouses/Supermarkets/Retail,Burner,Coal,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_FOut,C_WSR-SH_HeatHD-FOL00,C_WSR-SH,Commercial,Warehouses/Supermarkets/Retail,Burner,Fuel Oil,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,C_WSR-SH_HeatHD-FOL00,COMCO2,Commercial,Warehouses/Supermarkets/Retail,Burner,Fuel Oil,Space Heating,kt CO2,Emissions,Fossil Fuels
VAR_FOut,C_WSR-SH_HeatHD-LPG00,C_WSR-SH,Commercial,Warehouses/Supermarkets/Retail,Burner,LPG,Space Heating,PJ,End Use Demand,Fossil Fuels
VAR_FOut,C_WSR-SH_HeatHD-LPG00,COMCO2,Commercial,Warehouses/Supermarkets/Retail,Burner,LPG,Space Heating,kt CO2,Emissions,Fossil Fuels
