Scenario,Region,Sector,Set,Name,Description,Activity unit,Capacity unit,Type,Sub type,Primary commodity group,Time slice level,Vintage
NewTransport-KEA,SI,TRA,.DMD.,T_F_MTrICEDSL,Transport -:- Road Transport -:- Medium Truck -:- Internal Combustion Engine -:- Diesel,BVKM,000VEHICLES,DMD,-,T_F_MTrICEDSL_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_F_MTrICEDSL,Transport -:- Road Transport -:- Medium Truck -:- Internal Combustion Engine -:- Diesel,BVKM,000VEHICLES,DMD,-,T_F_MTrICEDSL_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_F_VHTBEVELC,Transport -:- Road Transport -:- Very Heavy Truck -:- Battery Electric Vehicle -:- Electricity,BVKM,000VEHICLES,DMD,-,T_F_VHTBEVELC_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_F_VHTBEVELC,Transport -:- Road Transport -:- Very Heavy Truck -:- Battery Electric Vehicle -:- Electricity,BVKM,000VEHICLES,DMD,-,T_F_VHTBEVELC_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_F_VHTFCH2R,Transport -:- Road Transport -:- Very Heavy Truck -:- Hydrogen Fuel Cell -:- Hydrogen,BVKM,000VEHICLES,DMD,-,T_F_VHTFCH2R_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_F_VHTFCH2R,Transport -:- Road Transport -:- Very Heavy Truck -:- Hydrogen Fuel Cell -:- Hydrogen,BVKM,000VEHICLES,DMD,-,T_F_VHTFCH2R_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_F_VHTICEDSL,Transport -:- Road Transport -:- Very Heavy Truck -:- Internal Combustion Engine -:- Diesel,BVKM,000VEHICLES,DMD,-,T_F_VHTICEDSL_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_F_VHTICEDSL,Transport -:- Road Transport -:- Very Heavy Truck -:- Internal Combustion Engine -:- Diesel,BVKM,000VEHICLES,DMD,-,T_F_VHTICEDSL_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_P_BusBEVELC,Transport -:- Road Transport -:- Bus -:- Battery Electric Vehicle -:- Electricity,BVKM,000VEHICLES,DMD,-,T_P_BusBEVELC_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_P_BusBEVELC,Transport -:- Road Transport -:- Bus -:- Battery Electric Vehicle -:- Electricity,BVKM,000VEHICLES,DMD,-,T_P_BusBEVELC_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_P_BusFCH2R,Transport -:- Road Transport -:- Bus -:- Hydrogen Fuel Cell -:- Hydrogen,BVKM,000VEHICLES,DMD,-,T_P_BusFCH2R_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_P_BusFCH2R,Transport -:- Road Transport -:- Bus -:- Hydrogen Fuel Cell -:- Hydrogen,BVKM,000VEHICLES,DMD,-,T_P_BusFCH2R_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_P_BusICEDSL,Transport -:- Road Transport -:- Bus -:- Internal Combustion Engine -:- Diesel,BVKM,000VEHICLES,DMD,-,T_P_BusICEDSL_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_P_BusICEDSL,Transport -:- Road Transport -:- Bus -:- Internal Combustion Engine -:- Diesel,BVKM,000VEHICLES,DMD,-,T_P_BusICEDSL_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_P_CBEVELC,Transport -:- Road Transport -:- Car/SUV -:- Battery Electric Vehicle -:- Electricity,BVKM,000VEHICLES,DMD,-,T_P_CBEVELC_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_P_CBEVELC,Transport -:- Road Transport -:- Car/SUV -:- Battery Electric Vehicle -:- Electricity,BVKM,000VEHICLES,DMD,-,T_P_CBEVELC_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_P_CFCH2R,Transport -:- Road Transport -:- Car/SUV -:- Hydrogen Fuel Cell -:- Hydrogen,BVKM,000VEHICLES,DMD,-,T_P_CFCH2R_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_P_CFCH2R,Transport -:- Road Transport -:- Car/SUV -:- Hydrogen Fuel Cell -:- Hydrogen,BVKM,000VEHICLES,DMD,-,T_P_CFCH2R_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_P_CHYBDSL,Transport -:- Road Transport -:- Car/SUV -:- Hybrid Vehicle -:- Diesel,BVKM,000VEHICLES,DMD,-,T_P_CHYBDSL_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_P_CHYBDSL,Transport -:- Road Transport -:- Car/SUV -:- Hybrid Vehicle -:- Diesel,BVKM,000VEHICLES,DMD,-,T_P_CHYBDSL_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_P_CHYBPET,Transport -:- Road Transport -:- Car/SUV -:- Hybrid Vehicle -:- Petrol,BVKM,000VEHICLES,DMD,-,T_P_CHYBPET_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_P_CHYBPET,Transport -:- Road Transport -:- Car/SUV -:- Hybrid Vehicle -:- Petrol,BVKM,000VEHICLES,DMD,-,T_P_CHYBPET_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_P_CICEDSL,Transport -:- Road Transport -:- Car/SUV -:- Internal Combustion Engine -:- Diesel,BVKM,000VEHICLES,DMD,-,T_P_CICEDSL_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_P_CICEDSL,Transport -:- Road Transport -:- Car/SUV -:- Internal Combustion Engine -:- Diesel,BVKM,000VEHICLES,DMD,-,T_P_CICEDSL_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_P_CICEPET,Transport -:- Road Transport -:- Car/SUV -:- Internal Combustion Engine -:- Petrol,BVKM,000VEHICLES,DMD,-,T_P_CICEPET_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_P_CICEPET,Transport -:- Road Transport -:- Car/SUV -:- Internal Combustion Engine -:- Petrol,BVKM,000VEHICLES,DMD,-,T_P_CICEPET_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_P_CPHEVDSL,Transport -:- Road Transport -:- Car/SUV -:- Plug-In Hybrid Vehicle -:- Diesel,BVKM,000VEHICLES,DMD,-,T_P_CPHEVDSL_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_P_CPHEVDSL,Transport -:- Road Transport -:- Car/SUV -:- Plug-In Hybrid Vehicle -:- Diesel,BVKM,000VEHICLES,DMD,-,T_P_CPHEVDSL_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_P_CPHEVPET,Transport -:- Road Transport -:- Car/SUV -:- Plug-In Hybrid Vehicle -:- Electricity,BVKM,000VEHICLES,DMD,-,T_P_CPHEVPET_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_P_CPHEVPET,Transport -:- Road Transport -:- Car/SUV -:- Plug-In Hybrid Vehicle -:- Electricity,BVKM,000VEHICLES,DMD,-,T_P_CPHEVPET_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_P_McyBEVELC,Transport -:- Road Transport -:- Motorcycles -:- Battery Electric Vehicle -:- Electricity,BVKM,000VEHICLES,DMD,-,T_P_McyBEVELC_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_P_McyBEVELC,Transport -:- Road Transport -:- Motorcycles -:- Battery Electric Vehicle -:- Electricity,BVKM,000VEHICLES,DMD,-,T_P_McyBEVELC_DEMO,ANNUAL,1.0
NewTransport-KEA,SI,TRA,.DMD.,T_P_McyICEPET,Transport -:- Road Transport -:- Motorcycles -:- Internal Combustion Engine -:- Petrol,BVKM,000VEHICLES,DMD,-,T_P_McyICEPET_DEMO,ANNUAL,1.0
NewTransport-TUI,SI,TRA,.DMD.,T_P_McyICEPET,Transport -:- Road Transport -:- Motorcycles -:- Internal Combustion Engine -:- Petrol,BVKM,000VEHICLES,DMD,-,T_P_McyICEPET_DEMO,ANNUAL,1.0
BASE,SI,TRA,.DMD.,T_C_CICELPG15,Transport -:- Road Transport -:- Van/Ute -:- Internal Combustion Engine -:- LPG,BVKM,000CARS,DMD,-,T_C_Car,ANNUAL,0.0
BASE,NI,OTH,.PRE.,FTE_COMFOL_00,Commercial -:-  -:-  -:-  -:- Fuel Oil,PJ,PJ_A,PRE,-,COMFOL,ANNUAL,0.0
BASE,NI,OTH,.PRE.,FTE_COMGEO_00,Commercial -:-  -:-  -:-  -:- Geothermal,PJ,PJ_A,PRE,-,COMGEO,ANNUAL,0.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EBIG20,Electricity -:- Biogas -:- Electricity Production -:- Biogas 2018 -:- Biogas,PJ,GW,ELE,-,EBIG20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EBIG20,Electricity -:- Biogas -:- Electricity Production -:- Biogas 2018 -:- Biogas,PJ,GW,ELE,-,EBIG20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EBIL20,Electricity -:- Bioliquid -:- Electricity Production -:- Bioliquid Power 2018 -:- Bioliquid,PJ,GW,ELE,-,EBIL20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EBIL20,Electricity -:- Bioliquid -:- Electricity Production -:- Bioliquid Power 2018 -:- Bioliquid,PJ,GW,ELE,-,EBIL20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EGEOBIN20,Electricity -:- Geothermal -:- Electricity Production -:- Geothermal (Other) -:- Geothermal,PJ,GW,ELE,-,EGEOBIN20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EGEOBIN20,Electricity -:- Geothermal -:- Electricity Production -:- Geothermal (Other) -:- Geothermal,PJ,GW,ELE,-,EGEOBIN20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EGEOCONSBIN20,Electricity -:- Geothermal -:- Electricity Production -:- Geothermal (Consented) -:- Geothermal,PJ,GW,ELE,-,EGEOCONSBIN20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EGEOCONSBIN20,Electricity -:- Geothermal -:- Electricity Production -:- Geothermal (Consented) -:- Geothermal,PJ,GW,ELE,-,EGEOCONSBIN20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EGEOCONSFLSH20,Electricity -:- Geothermal -:- Electricity Production -:- Geothermal (Consented) -:- Geothermal,PJ,GW,ELE,-,EGEOCONSFLSH20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EGEOCONSFLSH20,Electricity -:- Geothermal -:- Electricity Production -:- Geothermal (Consented) -:- Geothermal,PJ,GW,ELE,-,EGEOCONSFLSH20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EGEOFLSH20,Electricity -:- Geothermal -:- Electricity Production -:- Geothermal (Other) -:- Geothermal,PJ,GW,ELE,-,EGEOFLSH20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EGEOFLSH20,Electricity -:- Geothermal -:- Electricity Production -:- Geothermal (Other) -:- Geothermal,PJ,GW,ELE,-,EGEOFLSH20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EHCOL_SCPC20,Electricity -:- Thermal -:- Electricity Production -:- Lignite: SCPC - 2018 -:- Lignite,PJ,GW,ELE,-,EHCOL_SCPC20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EHCOL_SCPC20,Electricity -:- Thermal -:- Electricity Production -:- Lignite: SCPC - 2018 -:- Lignite,PJ,GW,ELE,-,EHCOL_SCPC20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EHCO_CCS30,-:-  -:-  -:-  -:-,PJ,GW,ELE,-,EHCO_CCS30_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EHCO_CCS30,-:-  -:-  -:-  -:-,PJ,GW,ELE,-,EHCO_CCS30_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EHCO_SCPC20,Electricity -:- Thermal -:- Electricity Production -:- Coal: SCPC - 2018 -:- Coal,PJ,GW,ELE,-,EHCO_SCPC20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EHCO_SCPC20,Electricity -:- Thermal -:- Electricity Production -:- Coal: SCPC - 2018 -:- Coal,PJ,GW,ELE,-,EHCO_SCPC20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EHYD-DAM-New20,Electricity -:- Hydro -:- Electricity Production -:- Hydro Dam (New) -:- Hydro,PJ,GW,ELE,-,EHYD-DAM-New20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EHYD-DAM-New20,Electricity -:- Hydro -:- Electricity Production -:- Hydro Dam (New) -:- Hydro,PJ,GW,ELE,-,EHYD-DAM-New20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EHYD-RR-NSmall20,Electricity -:- Hydro -:- Electricity Production -:- Hydro Run of River (New <30MW) -:- Hydro,PJ,GW,ELE,-,EHYD-RR-NSmall20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EHYD-RR-NSmall20,Electricity -:- Hydro -:- Electricity Production -:- Hydro Run of River (New <30MW) -:- Hydro,PJ,GW,ELE,-,EHYD-RR-NSmall20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EHYD-RR-New20,Electricity -:- Hydro -:- Electricity Production -:- Hydro Run of River (New >30MW) -:- Hydro,PJ,GW,ELE,-,EHYD-RR-New20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EHYD-RR-New20,Electricity -:- Hydro -:- Electricity Production -:- Hydro Run of River (New >30MW) -:- Hydro,PJ,GW,ELE,-,EHYD-RR-New20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,ENGA_CCS30,-:-  -:-  -:-  -:-,PJ,GW,ELE,-,ENGA_CCS30_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,ENGA_CCS30,-:-  -:-  -:-  -:-,PJ,GW,ELE,-,ENGA_CCS30_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,ENGA_GTCC20,Electricity -:- Thermal -:- Electricity Production -:- Combined Cycle Gas Turbine (New) -:- Natural Gas,PJ,GW,ELE,-,ENGA_GTCC20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,ENGA_GTCC20,Electricity -:- Thermal -:- Electricity Production -:- Combined Cycle Gas Turbine (New) -:- Natural Gas,PJ,GW,ELE,-,ENGA_GTCC20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,ENGA_GTCCF20,Electricity -:- Thermal -:- Electricity Production -:- Open Cycle Gas Turbine (New) -:- Natural Gas,PJ,GW,ELE,-,ENGA_GTCCF20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,ENGA_GTCCF20,Electricity -:- Thermal -:- Electricity Production -:- Open Cycle Gas Turbine (New) -:- Natural Gas,PJ,GW,ELE,-,ENGA_GTCCF20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,ENUC_EPR30,Electricity -:- Nuclear -:- Electricity Production -:- Nuclear: Gen3 (EPR) - 2030 -:- Nuclear,PJ,GW,ELE,-,ENUC_EPR30_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,ENUC_EPR30,Electricity -:- Nuclear -:- Electricity Production -:- Nuclear: Gen3 (EPR) - 2030 -:- Nuclear,PJ,GW,ELE,-,ENUC_EPR30_NRGO,DAYNITE,1.0
BASE,SI,ELC,.PRE.,FTE_ELCBIG,Electricity -:-  -:-  -:-  -:- Biogas,PJ,PJA,PRE,-,ELCBIG,DAYNITE,0.0
NewTech_ELC_TUI,NI,ELC,.ELE.,ENUC_FBR50,Electricity -:- Nuclear -:- Electricity Production -:- Nuclear: Gen4 (FBR) - 2050 -:- Nuclear,PJ,GW,ELE,-,ENUC_FBR50_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,ENUC_FBR50,Electricity -:- Nuclear -:- Electricity Production -:- Nuclear: Gen4 (FBR) - 2050 -:- Nuclear,PJ,GW,ELE,-,ENUC_FBR50_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,ENUC_LWR20,Electricity -:- Nuclear -:- Electricity Production -:- Nuclear: Gen2 (LWR) - 2018 -:- Nuclear,PJ,GW,ELE,-,ENUC_LWR20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,ENUC_LWR20,Electricity -:- Nuclear -:- Electricity Production -:- Nuclear: Gen2 (LWR) - 2018 -:- Nuclear,PJ,GW,ELE,-,ENUC_LWR20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EOIL20,Electricity -:- Thermal -:- Electricity Production -:- Oil Plants 2018 -:- Oil,PJ,GW,ELE,-,EOIL20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EOIL20,Electricity -:- Thermal -:- Electricity Production -:- Oil Plants 2018 -:- Oil,PJ,GW,ELE,-,EOIL20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,ESOLPVBCOM20,Electricity -:- Solar -:- Electricity Production -:- Solar (Commercial Rooftop) -:- Solar,PJ,GW,ELE,-,ESOLPVBCOM20_NRGO,DAYNITE,1.0
BASE,NI,IND,.PRE.,FTE-INDPET_00,Industry -:-  -:-  -:-  -:- Petrol,PJ,PJA,PRE,-,INDPET,ANNUAL,0.0
NewTech_ELC_KEA,NI,ELC,.ELE.,ESOLPVBCOM20,Electricity -:- Solar -:- Electricity Production -:- Solar (Commercial Rooftop) -:- Solar,PJ,GW,ELE,-,ESOLPVBCOM20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,ESOLPVBRES20,Electricity -:- Solar -:- Electricity Production -:- Solar (Residential Rooftop) -:- Solar,PJ,GW,ELE,-,ESOLPVBRES20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,ESOLPVBRES20,Electricity -:- Solar -:- Electricity Production -:- Solar (Residential Rooftop) -:- Solar,PJ,GW,ELE,-,ESOLPVBRES20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,ESOLPVDISTGR20,Electricity -:- Solar -:- Electricity Production -:- Solar (Gound Distributed) -:- Solar,PJ,GW,ELE,-,ESOLPVDISTGR20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,ESOLPVDISTGR20,Electricity -:- Solar -:- Electricity Production -:- Solar (Gound Distributed) -:- Solar,PJ,GW,ELE,-,ESOLPVDISTGR20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,ESOLPVUTIFIX20,Electricity -:- Solar -:- Electricity Production -:- Solar (Grid-scale Fixed Mount) -:- Solar,PJ,GW,ELE,-,ESOLPVUTIFIX20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,ESOLPVUTIFIX20,Electricity -:- Solar -:- Electricity Production -:- Solar (Grid-scale Fixed Mount) -:- Solar,PJ,GW,ELE,-,ESOLPVUTIFIX20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,ESOLPVUTITRAC20,Electricity -:- Solar -:- Electricity Production -:- Solar (Grid-scale Tracking Mount) -:- Solar,PJ,GW,ELE,-,ESOLPVUTITRAC20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,ESOLPVUTITRAC20,Electricity -:- Solar -:- Electricity Production -:- Solar (Grid-scale Tracking Mount) -:- Solar,PJ,GW,ELE,-,ESOLPVUTITRAC20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,ETIDE20,Electricity -:- Tidal -:- Electricity Production -:- Tidal Power 2018 -:- Tidal,PJ,GW,ELE,-,ETIDE20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,ETIDE20,Electricity -:- Tidal -:- Electricity Production -:- Tidal Power 2018 -:- Tidal,PJ,GW,ELE,-,ETIDE20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EWINDCONS20,Electricity -:- Wind -:- Electricity Production -:- Wind (Consented) -:- Wind,PJ,GW,ELE,-,EWINDCONS20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EWINDCONS20,Electricity -:- Wind -:- Electricity Production -:- Wind (Consented) -:- Wind,PJ,GW,ELE,-,EWINDCONS20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EWINDDIST20,Electricity -:- Wind -:- Electricity Production -:- Wind (Distributed) -:- Wind,PJ,GW,ELE,-,EWINDDIST20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EWINDDIST20,Electricity -:- Wind -:- Electricity Production -:- Wind (Distributed) -:- Wind,PJ,GW,ELE,-,EWINDDIST20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EWINDHIGHCF20,Electricity -:- Wind -:- Electricity Production -:- Wind (High Capacity Factor) -:- Wind,PJ,GW,ELE,-,EWINDHIGHCF20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EWINDHIGHCF20,Electricity -:- Wind -:- Electricity Production -:- Wind (High Capacity Factor) -:- Wind,PJ,GW,ELE,-,EWINDHIGHCF20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EWINDLOWCF20,Electricity -:- Wind -:- Electricity Production -:- Wind (Low Capacity Factor) -:- Wind,PJ,GW,ELE,-,EWINDLOWCF20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EWINDLOWCF20,Electricity -:- Wind -:- Electricity Production -:- Wind (Low Capacity Factor) -:- Wind,PJ,GW,ELE,-,EWINDLOWCF20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EWINDOFFSFIX20,Electricity -:- Wind -:- Electricity Production -:- Wind (Fixed) -:- Wind,PJ,GW,ELE,-,EWINDOFFSFIX20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EWINDOFFSFIX20,Electricity -:- Wind -:- Electricity Production -:- Wind (Fixed) -:- Wind,PJ,GW,ELE,-,EWINDOFFSFIX20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EWINDOFFSFLOA20,Electricity -:- Wind -:- Electricity Production -:- Wind (Floating) -:- Wind,PJ,GW,ELE,-,EWINDOFFSFLOA20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EWINDOFFSFLOA20,Electricity -:- Wind -:- Electricity Production -:- Wind (Floating) -:- Wind,PJ,GW,ELE,-,EWINDOFFSFLOA20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EWOD20,Electricity -:- Wood -:- Electricity Production -:- New Wood Power 2018 -:- Wood,PJ,GW,ELE,-,EWOD20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EWOD20,Electricity -:- Wood -:- Electricity Production -:- New Wood Power 2018 -:- Wood,PJ,GW,ELE,-,EWOD20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EWSTINC20,Electricity -:- Thermal -:- Electricity Production -:- Steam Boiler -:- Waste Incineration,PJ,GW,ELE,-,EWSTINC20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EWSTINC20,Electricity -:- Thermal -:- Electricity Production -:- Steam Boiler -:- Waste Incineration,PJ,GW,ELE,-,EWSTINC20_NRGO,DAYNITE,1.0
BASE,NI,OTH,.DMD.,C_EDU-LT_LED-ELC00,Commercial -:- Education -:- Lighting -:- Lights (LED) -:- Electricity,PJ,GW,DMD,-,C_EDU-LT,ANNUAL,0.0
NewTech_ELC_TUI,NI,ELC,.ELE.STG.,EBAT-Li-Ion,Electricity -:- Electricity Storage -:- Electricity Production -:- Lithium Ion Battery  -:- Electricity,PJ,GW,ELE,STG,EBAT-Li-Ion_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.STG.,EBAT-Li-Ion,Electricity -:- Electricity Storage -:- Electricity Production -:- Lithium Ion Battery  -:- Electricity,PJ,GW,ELE,STG,EBAT-Li-Ion_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.STG.,EBATUTIFLOW,Electricity -:- Electricity Storage -:- Electricity Production -:- Flow Battery -:- Electricity,PJ,GW,ELE,STG,EBATUTIFLOW_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.STG.,EBATUTIFLOW,Electricity -:- Electricity Storage -:- Electricity Production -:- Flow Battery -:- Electricity,PJ,GW,ELE,STG,EBATUTIFLOW_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.STG.,EBATUTILION,Electricity -:- Electricity Storage -:- Electricity Production -:- Lithium Ion Battery  -:- Electricity,PJ,GW,ELE,STG,EBATUTILION_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.STG.,EBATUTILION,Electricity -:- Electricity Storage -:- Electricity Production -:- Lithium Ion Battery  -:- Electricity,PJ,GW,ELE,STG,EBATUTILION_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.STG.,EHYDPUMPSTG_L,Electricity -:- Electricity Storage -:- Electricity Production -:- Large Pumped Storage -:- Hydro,PJ,GW,ELE,STG,EHYDPUMPSTG_L_NRGO,SEASON,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.STG.,EHYDPUMPSTG_L,Electricity -:- Electricity Storage -:- Electricity Production -:- Large Pumped Storage -:- Hydro,PJ,GW,ELE,STG,EHYDPUMPSTG_L_NRGO,SEASON,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.STG.,EHYDPUMPSTG_S,Electricity -:- Electricity Storage -:- Electricity Production -:- Small Pumped Storage -:- Hydro,PJ,GW,ELE,STG,EHYDPUMPSTG_S_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.STG.,EHYDPUMPSTG_S,Electricity -:- Electricity Storage -:- Electricity Production -:- Small Pumped Storage -:- Hydro,PJ,GW,ELE,STG,EHYDPUMPSTG_S_NRGO,DAYNITE,1.0
BASE,SI,TRA,.DMD.,T_C_CICEPET15,Transport -:- Road Transport -:- Van/Ute -:- Internal Combustion Engine -:- Petrol,BVKM,000CARS,DMD,-,T_C_Car,ANNUAL,0.0
