Scenario,Region,Sector,Set,Name,Description,Unit,Type,Sub type,Lim type,Time slice level,Peak time slice
BASE,NI,OTH,.DEM.,R_DDW-WH,Residential -:- Detached Dwellings -:-  -:- Water Heating,PJ,DEM,,,,
BASE,NI,OTH,.DEM.,R_JDW-CD,Residential -:- Joined Dwellings -:-  -:- Clothes Drying,PJ,DEM,,,,
BASE,NI,OTH,.DEM.,R_JDW-CK,Residential -:- Joined Dwellings -:-  -:- Cooking,PJ,DEM,,,,
BASE,NI,OTH,.DEM.,R_JDW-CW,Residential -:- Joined Dwellings -:-  -:- Clothes Washing,PJ,DEM,,,,
BASE,NI,OTH,.DEM.,R_JDW-DW,Residential -:- Joined Dwellings -:-  -:- Dishwashing,PJ,DEM,,,,
BASE,SI,IND,.DEM.,CNST-MoTP-Stat,"Industry -:- Construction -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,DARY-AIR,Industry -:- Dairy Product Manufacturing -:-  -:- Compressed Air,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,DARY-MoTP-Stat,"Industry -:- Dairy Product Manufacturing -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,DARY-PH-MVR_DRY,Industry -:- Dairy Product Manufacturing -:-  -:- Process Heat Evaporation/Drying,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,DARY-PH-MVR_Fan,Industry -:- Dairy Product Manufacturing -:-  -:- Process Heat MVR Fan,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,DARY-PH-TVR_DRY,Industry -:- Dairy Product Manufacturing -:-  -:- Process Heat Evaporation/Drying,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,DARY-PH-TVR_EVP,Industry -:- Dairy Product Manufacturing -:-  -:- Process Heat Evaporation/Drying,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,DARY-Pump,Industry -:- Dairy Product Manufacturing -:-  -:- Pumping,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,DARY-RFGR,Industry -:- Dairy Product Manufacturing -:-  -:- Refrigeration,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,FOOD-MoTP-Stat,"Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,FOOD-PH-DirH,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:-  -:- Process Heat Direct,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,FOOD-PH-OVN,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:-  -:- Process Heat Oven,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,FOOD-PH-STM_HW,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:-  -:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,FOOD-Pump,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:-  -:- Pumping,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,FOOD-RFGR,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:-  -:- Refrigeration,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,IIS-FDSTCK,Industry -:- Iron/Steel -:-  -:- Feedstock,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,IIS-MoTP-Stat,"Industry -:- Iron/Steel -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,IIS-PH-FURN,Industry -:- Iron/Steel -:-  -:- Process Heat Furnace,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.NRG.,INDBIG,Industry -:-  -:- Biogas -:-,PJ,NRG,,FX,,
BASE,SI,IND,.ENV.,INDCO2,Industry -:-  -:-  -:-,kt,ENV,,,,
BASE,SI,IND,.NRG.,INDCOA,Industry -:-  -:- Coal -:-,PJ,NRG,,FX,,
BASE,SI,IND,.NRG.,INDDSL,Industry -:-  -:- Diesel -:-,PJ,NRG,,FX,,
BASE,SI,IND,.NRG.,INDFOL,Industry -:-  -:- Fuel Oil -:-,PJ,NRG,,FX,,
BASE,SI,IND,.NRG.,INDGEO,Industry -:-  -:- Geothermal -:-,PJ,NRG,,FX,,
BASE,SI,IND,.NRG.,INDLPG,Industry -:-  -:- LPG -:-,PJ,NRG,,FX,,
BASE,SI,IND,.NRG.,INDNGA,Industry -:-  -:- Natural Gas -:-,PJ,NRG,,FX,,
BASE,SI,IND,.NRG.,INDPET,Industry -:-  -:- Petrol -:-,PJ,NRG,,FX,,
BASE,SI,IND,.NRG.,INDWOD,Industry -:-  -:- Wood -:-,PJ,NRG,,FX,,
BASE,SI,IND,.DEM.,MEAT-MoTP-Stat,"Industry -:- Meat Processing -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,MEAT-PH-DirH,Industry -:- Meat Processing -:-  -:- Process Heat Direct,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,MEAT-PH-STM_HW,Industry -:- Meat Processing -:-  -:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,MEAT-RFGR,Industry -:- Meat Processing -:-  -:- Refrigeration,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,METAL-MoTP-Stat,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,METAL-PH-DirH,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:-  -:- Process Heat Direct",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,METAL-PH-FURN,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:-  -:- Process Heat Furnace",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,METAL-RFGR,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:-  -:- Refrigeration",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,MNNG-MoTP-Mob,"Industry -:- Mining -:-  -:- Motive Power, Mobile",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,MNNG-MoTP-Stat,"Industry -:- Mining -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,PLPPPR-Fan,Industry -:- Pulp and Paper Manufacturing -:-  -:- Fan,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,PLPPPR-MoTP-Stat,"Industry -:- Pulp and Paper Manufacturing -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,PLPPPR-PH-DirH,Industry -:- Pulp and Paper Manufacturing -:-  -:- Process Heat Direct,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,PLPPPR-PH-FURN,Industry -:- Pulp and Paper Manufacturing -:-  -:- Process Heat Furnace,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,PLPPPR-PH-STM_HW,Industry -:- Pulp and Paper Manufacturing -:-  -:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,PLPPPR-Pump,Industry -:- Pulp and Paper Manufacturing -:-  -:- Pumping,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,PLPPPR-Refin,Industry -:- Pulp and Paper Manufacturing -:-  -:- Wood/Pulp and Paper Refining,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,REFI-MoTP-Stat,"Industry -:- Refining -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,REFI-PH-FURN,Industry -:- Refining -:-  -:- Process Heat Furnace,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,REFI-PH-STM_HW,Industry -:- Refining -:-  -:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,UREA-FDSTCK,Industry -:- Urea Production -:-  -:- Feedstock,PJ,DEM,,,DAYNITE,
BASE,NI,OTH,.DEM.,R_JDW-LT,Residential -:- Joined Dwellings -:-  -:- Lighting,PJ,DEM,,,,
BASE,NI,PRI,.ENV.,AGRCO2,AGRCO2,kt,ENV,,,,
BASE,NI,PRI,.NRG.,OILD,Primary Fuel Supply -:- Petroleum -:- Crude Oil  -:-,PJ,NRG,,,,
BASE,NI,PRI,.NRG.,OILI,Primary Fuel Supply -:- Petroleum -:- Crude Oil (domestic) -:-,PJ,NRG,,,,
BASE,NI,PRI,.NRG.,OILWST,Primary Fuel Supply -:- Biomass/Biofuels -:- Oil wastes -:-,PJ,NRG,,FX,,
BASE,NI,PRI,.NRG.,OTH,Primary Fuel Supply -:- Petroleum -:- Aviation Fuel -:-,PJ,NRG,,,,
BASE,NI,PRI,.NRG.,PET,Primary Fuel Supply -:- Petroleum -:- LPG -:-,PJ,NRG,,,,
BASE,NI,PRI,.NRG.,PLT,Primary Fuel Supply -:- Biomass/Biofuels -:- Wood pellet -:-,PJ,NRG,,FX,,
BASE,NI,PRI,.ENV.,REFCO2,Primary Fuel Supply -:- Refinery -:-  -:-,kt,ENV,,,,
BASE,NI,PRI,.ENV.,RESCO2,RESCO2,kt,ENV,,,,
BASE,NI,PRI,.NRG.,RESH2R,Residential -:-  -:-  -:- Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,IND,.DEM.,UREA-REFRM,Industry -:- Urea Production -:-  -:- Process Heat Reforming,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,WOOD-AIR,Industry -:- Wood Product Manufacturing -:-  -:- Compressed Air,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,WOOD-Fan,Industry -:- Wood Product Manufacturing -:-  -:- Drying,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,WOOD-MoTP-Stat,"Industry -:- Wood Product Manufacturing -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,WOOD-PH-FURN,Industry -:- Wood Product Manufacturing -:-  -:- Process Heat Furnace,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,WOOD-PH-STM_HW,Industry -:- Wood Product Manufacturing -:-  -:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,WOOD-Pump,Industry -:- Wood Product Manufacturing -:-  -:- Pumping,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,WOOD-Refin,Industry -:- Wood Product Manufacturing -:-  -:- Wood/Pulp and Paper Refining,PJ,DEM,,,DAYNITE,
BASE,SI,OTH,.DEM.,ADCF-IRG,Agriculture -:- Dairy Cattle Farming -:-  -:- Irrigation,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-LIG,Agriculture -:- Dairy Cattle Farming -:-  -:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-MoTP-Mob-Bike,Agriculture -:- Dairy Cattle Farming -:-  -:- Off-road Motorbike Use,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-MoTP-Mob-MTr,Agriculture -:- Dairy Cattle Farming -:-  -:- Truck Services,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-MoTP-Mob-Trac,Agriculture -:- Dairy Cattle Farming -:-  -:- Tractor Services,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-MoTP-Mob-Uti,Agriculture -:- Dairy Cattle Farming -:-  -:- Farm Vehicle,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-MoTP-Stat,Agriculture -:- Dairy Cattle Farming -:-  -:- Milking Machine,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-PUMP,Agriculture -:- Dairy Cattle Farming -:-  -:- Pumping,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-RFGR,Agriculture -:- Dairy Cattle Farming -:-  -:- Refrigeration,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ADCF-WH,Agriculture -:- Dairy Cattle Farming -:-  -:- Water Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AFISH-BOAT,Agriculture -:- Fishing -:-  -:- Boat,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AFISH-LIG,Agriculture -:- Fishing -:-  -:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AFISH-RFGR,Agriculture -:- Fishing -:-  -:- Refrigeration,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AFORE-LIG,Agriculture -:- Forestry -:-  -:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AFORE-MoTP-Mob-CY,Agriculture -:- Forestry -:-  -:- Cable Yarding (Forestry),PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AFORE-MoTP-Mob-GB,Agriculture -:- Forestry -:-  -:- Ground Based Forestry,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AFORE-MoTP-Stat,"Agriculture -:- Forestry -:-  -:- Motive Power, Stationary",PJ,DEM,,,,
BASE,NI,PRI,.NRG.,SOL,Primary Fuel Supply -:- Renewables -:- Solar -:-,PJ,NRG,,FX,DAYNITE,
BASE,NI,PRI,.NRG.,TID,Primary Fuel Supply -:- Renewables -:- Tidal -:-,PJ,NRG,,FX,DAYNITE,
BASE,NI,PRI,.ENV.,TOTCO2,Total CO2,kt,ENV,,,,
BASE,NI,PRI,.ENV.,TRACO2,TRACO2,kt,ENV,,,,
BASE,NI,PRI,.NRG.,TRAH2R,Transport -:-  -:-  -:- Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,NI,PRI,.NRG.,URN,Primary Fuel Supply -:-  -:- Uranium -:-,PJ,NRG,,FX,DAYNITE,
BASE,NI,PRI,.NRG.,WIN,Primary Fuel Supply -:- Renewables -:- Wind -:-,PJ,NRG,,FX,DAYNITE,
BASE,NI,PRI,.NRG.,WOD,Primary Fuel Supply -:- Biomass/Biofuels -:- Biomass - wood -:-,PJ,NRG,,FX,,
BASE,NI,PRI,.NRG.,WODWST,Primary Fuel Supply -:- Biomass/Biofuels -:- Forest residues and woody wastes -:-,PJ,NRG,,FX,,
BASE,NI,TRA,.NRG.,H2R,Transport -:-  -:- Green Hydrogen -:-,PJ,NRG,,FX,,
BASE,NI,TRA,.NRG.,TRABIL,Transport -:-  -:- Bio Liquids -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.ENV.,AGRCO2,Agriculture -:-  -:-  -:-,kt,ENV,,,,
BASE,SI,OTH,.NRG.,AGRCOA,Agriculture -:-  -:- Coal -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.NRG.,AGRDSL,Agriculture -:-  -:- Diesel -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.NRG.,AGRFOL,Agriculture -:-  -:- Fuel Oil -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.NRG.,AGRLPG,Agriculture -:-  -:- LPG -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.NRG.,AGRPET,Agriculture -:-  -:- Petrol -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.NRG.,AGRPLT,Agriculture -:-  -:- Pellet -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.NRG.,AGRWOD,Agriculture -:-  -:- Wood -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,OTH,.DEM.,AHORT-IRG,Agriculture -:- Outdoor Horticulture/Arable Farming -:-  -:- Irrigation,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AHORT-LIG,Agriculture -:- Outdoor Horticulture/Arable Farming -:-  -:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AHORT-MoTP-Mob-MTr,Agriculture -:- Outdoor Horticulture/Arable Farming -:-  -:- Truck Services,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AHORT-MoTP-Mob-Trac,Agriculture -:- Outdoor Horticulture/Arable Farming -:-  -:- Tractor Services,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AHORT-MoTP-Mob-Uti,Agriculture -:- Outdoor Horticulture/Arable Farming -:-  -:- Farm Vehicle,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AHORT-MoTP-Stat,"Agriculture -:- Outdoor Horticulture/Arable Farming -:-  -:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AINDC-LIG,Agriculture -:- Indoor Cropping -:-  -:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AINDC-SH,Agriculture -:- Indoor Cropping -:-  -:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.NRG.,COMGEO,Commercial -:-  -:- Geothermal -:- Geothermal,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,COMLPG,Commercial -:-  -:- LPG -:- LPG,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,COMNGA,Commercial -:-  -:- Natural Gas -:- Natural Gas,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,COMPET,Commercial -:-  -:- Petrol -:- Petrol,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,COMPLT,Commercial -:-  -:- Pellet -:- Pellet,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,COMWOD,Commercial -:-  -:- Wood -:- Wood,PJ,NRG,,FX,,
BASE,SI,OTH,.DEM.,C_EDU-LT,Commercial -:- Education -:-  -:- Lighting,PJ,DEM,,,,
BASE,NI,TRA,.ENV.,TRACO2,Transport -:-  -:-  -:-,kt,ENV,,,ANNUAL,
BASE,NI,TRA,.NRG.,TRADSL,Transport -:-  -:- Diesel -:-,PJ,NRG,,FX,ANNUAL,
BASE,NI,TRA,.NRG.,TRAELC,Transport -:-  -:- Electricity -:-,PJ,NRG,ELC,FX,DAYNITE,
BASE,NI,TRA,.NRG.,TRAFOL,Transport -:-  -:- Fuel Oil -:-,PJ,NRG,,FX,ANNUAL,
BASE,NI,TRA,.NRG.,TRAH2R,Transport -:-  -:- Green Hydrogen -:-,PJ,NRG,,FX,DAYNITE,
BASE,NI,TRA,.NRG.,TRAJET,Transport -:-  -:- Jet Fuel -:-,PJ,NRG,,FX,ANNUAL,
BASE,NI,TRA,.NRG.,TRALPG,Transport -:-  -:- LPG -:-,PJ,NRG,,FX,ANNUAL,
BASE,NI,TRA,.NRG.,TRANGA,Transport -:-  -:- Natural Gas -:-,PJ,NRG,,FX,ANNUAL,
BASE,NI,TRA,.NRG.,TRAPET,Transport -:-  -:- Petrol -:-,PJ,NRG,,FX,ANNUAL,
BASE,NI,TRA,.DEM.,T_C_Car,Transport -:- Road Transport -:-  -:- Van/Ute,BVkm,DEM,,,,
BASE,NI,TRA,.DEM.,T_F_DSHIP,Transport -:- Shipping -:-  -:- Domestic Shipping,PJ,DEM,,,,
BASE,NI,TRA,.DEM.,T_F_HTrk,Transport -:- Road Transport -:-  -:- Heavy Truck,BVkm,DEM,,,,
BASE,NI,TRA,.DEM.,T_F_ISHIP,Transport -:- Shipping -:-  -:- International Shipping,PJ,DEM,,,,
BASE,NI,TRA,.DEM.,T_F_MTrk,Transport -:- Road Transport -:-  -:- Medium Truck,BVkm,DEM,,,,
BASE,NI,TRA,.DEM.,T_F_Rail,Transport -:- Rail -:-  -:- Freight Rail,PJ,DEM,,,,
BASE,NI,TRA,.DEM.,T_F_VHTrk,Transport -:- Road Transport -:-  -:- Very Heavy Truck,BVkm,DEM,,,,
BASE,NI,TRA,.DEM.,T_O_JET,Transport -:- Aviation -:-  -:- Domestic Aviation,PJ,DEM,,,,
BASE,NI,TRA,.DEM.,T_O_JET_Int,Transport -:- Aviation -:-  -:- International Aviation,PJ,DEM,,,,
BASE,NI,TRA,.DEM.,T_P_Bus,Transport -:- Road Transport -:-  -:- Bus,BVkm,DEM,,,,
BASE,NI,TRA,.DEM.,T_P_Car,Transport -:- Road Transport -:-  -:- Car/SUV,BVkm,DEM,,,,
BASE,NI,TRA,.DEM.,T_P_Mcy,Transport -:- Road Transport -:-  -:- Motorcycles,BVkm,DEM,,,,
BASE,SI,OTH,.DEM.,C_EDU-MPM,"Commercial -:- Education -:-  -:- Motive Power, Mobile",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_EDU-MPS,"Commercial -:- Education -:-  -:- Motive Power, Stationary",PJ,DEM,,,,
BASE,NI,TRA,.DEM.,T_P_Rail,Transport -:- Rail -:-  -:- Passenger Rail,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_EDU-OTH,Commercial -:- Education -:-  -:- Electronics and Other Appliances,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_EDU-RF,Commercial -:- Education -:-  -:- Refrigeration,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_EDU-SC,Commercial -:- Education -:-  -:- Space Cooling,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_EDU-SH,Commercial -:- Education -:-  -:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_EDU-WH,Commercial -:- Education -:-  -:- Water Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-RF,Commercial -:- Healthcare -:-  -:- Refrigeration,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-SC,Commercial -:- Healthcare -:-  -:- Space Cooling,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-SH,Commercial -:- Healthcare -:-  -:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-WH,Commercial -:- Healthcare -:-  -:- Water Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OFFC-LT,Commercial -:- Office Blocks -:-  -:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OFFC-MPM,"Commercial -:- Office Blocks -:-  -:- Motive Power, Mobile",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OFFC-MPS,"Commercial -:- Office Blocks -:-  -:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OFFC-OTH,Commercial -:- Office Blocks -:-  -:- Electronics and Other Appliances,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OFFC-SC,Commercial -:- Office Blocks -:-  -:- Space Cooling,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OFFC-SH,Commercial -:- Office Blocks -:-  -:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OFFC-WH,Commercial -:- Office Blocks -:-  -:- Water Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OTH-LT,Commercial -:- Other (Commercial) -:-  -:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OTH-MPM,"Commercial -:- Other (Commercial) -:-  -:- Motive Power, Mobile",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OTH-MPS,"Commercial -:- Other (Commercial) -:-  -:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OTH-OTH,Commercial -:- Other (Commercial) -:-  -:- Electronics and Other Appliances,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OTH-SC,Commercial -:- Other (Commercial) -:-  -:- Space Cooling,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OTH-SH,Commercial -:- Other (Commercial) -:-  -:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_OTH-WH,Commercial -:- Other (Commercial) -:-  -:- Water Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-CK,Commercial -:- Warehouses/Supermarkets/Retail -:-  -:- Cooking,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-LT,Commercial -:- Warehouses/Supermarkets/Retail -:-  -:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-MPM,"Commercial -:- Warehouses/Supermarkets/Retail -:-  -:- Motive Power, Mobile",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-MPS,"Commercial -:- Warehouses/Supermarkets/Retail -:-  -:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-OTH,Commercial -:- Warehouses/Supermarkets/Retail -:-  -:- Electronics and Other Appliances,PJ,DEM,,,,
BASE,SI,ELC,.NRG.,AGRELC,Agricultural ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
BASE,SI,ELC,.ENV.,BATNRG,Electricity -:- Electricity Storage -:- Electricity -:- Electricity Production,PJ,ENV,,N,DAYNITE,
BASE,SI,ELC,.NRG.,COMELC,Service ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
BASE,SI,OTH,.DEM.,C_WSR-RF,Commercial -:- Warehouses/Supermarkets/Retail -:-  -:- Refrigeration,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-SC,Commercial -:- Warehouses/Supermarkets/Retail -:-  -:- Space Cooling,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-SH,Commercial -:- Warehouses/Supermarkets/Retail -:-  -:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_WSR-WH,Commercial -:- Warehouses/Supermarkets/Retail -:-  -:- Water Heating,PJ,DEM,,,,
BASE,SI,OTH,.ENV.,RESCO2,Residential -:-  -:-  -:-,kt,ENV,,,,
BASE,SI,OTH,.NRG.,RESCOA,Residential -:-  -:- Coal -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,RESDSL,Residential -:-  -:- Diesel -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,RESGEO,Residential -:-  -:- Geothermal -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,RESLPG,Residential -:-  -:- LPG -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,RESNGA,Residential -:-  -:- Natural Gas -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.DEM.,R_JDW-LT,Residential -:- Joined Dwellings -:-  -:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-MPM,"Residential -:- Joined Dwellings -:-  -:- Motive Power, Mobile",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-MPS,"Residential -:- Joined Dwellings -:-  -:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-OTH,Residential -:- Joined Dwellings -:-  -:- Electronics and Other Appliances,PJ,DEM,,,,
BASE,SI,PRI,.NRG.,FOL,Primary Fuel Supply -:- Petroleum -:- Diesel -:-,PJ,NRG,,,,
BASE,SI,PRI,.ENV.,GASCO2,Primary Fuel Supply -:- Natural Gas -:-  -:-,kt,ENV,,,,
BASE,SI,PRI,.NRG.,GEO,Primary Fuel Supply -:- Renewables -:- Geothermal -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,RESH2R,Residential -:-  -:-  -:- Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,SOL,Primary Fuel Supply -:- Renewables -:- Solar -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,TID,Primary Fuel Supply -:- Renewables -:- Tidal -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,ELC,.NRG.,ELC,Electricity -:-  -:-  -:- Electricity Production,PJ,NRG,ELC,,DAYNITE,
BASE,SI,ELC,.NRG.,ELC-HV,High voltage ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
