Attribute,Process,Commodity,Sector,Subsector,Technology,Fuel,Enduse,Unit,Parameters,FuelGroup
VAR_Cap,C_WSR-SH_Boiler-COA,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Coal,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_Boiler-COA00,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Coal,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_Boiler-DSL,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Diesel,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_Boiler-DSL00,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Diesel,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_Boiler-ELC,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Electricity,Space Heating,GW,Technology Capacity,Electricity
VAR_Cap,C_WSR-SH_Boiler-FOL,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Fuel Oil,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_Boiler-FOL00,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Fuel Oil,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_Boiler-H2R,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Green Hydrogen,Space Heating,GW,Technology Capacity,Electricity
VAR_Cap,C_WSR-SH_Boiler-LPG,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,LPG,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_Boiler-LPG00,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,LPG,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_Boiler-NGA,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Natural Gas,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_Boiler-NGA00,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Natural Gas,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_Boiler-PLT,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Wood,Space Heating,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,C_WSR-SH_Boiler-WOD,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Wood,Space Heating,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,C_WSR-SH_DirectH-GEO,-,Commercial,Warehouses/Supermarkets/Retail,Direct Heat,Geothermal,Space Heating,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,C_WSR-SH_DirectH-GEO00,-,Commercial,Warehouses/Supermarkets/Retail,Direct Heat,Geothermal,Space Heating,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,C_WSR-SH_GHP-ELC,-,Commercial,Warehouses/Supermarkets/Retail,Heat Pump,Electricity,Space Heating,GW,Technology Capacity,Electricity
VAR_Cap,C_WSR-SH_HeatHD-COA00,-,Commercial,Warehouses/Supermarkets/Retail,Burner,Coal,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_HeatHD-FOL00,-,Commercial,Warehouses/Supermarkets/Retail,Burner,Fuel Oil,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_HeatHD-LPG00,-,Commercial,Warehouses/Supermarkets/Retail,Burner,LPG,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_HeatHD-NGA00,-,Commercial,Warehouses/Supermarkets/Retail,Burner,Natural Gas,Space Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-SH_RH-ELC,-,Commercial,Warehouses/Supermarkets/Retail,Resistance Heater,Electricity,Space Heating,GW,Technology Capacity,Electricity
VAR_Cap,C_WSR-SH_RH-ELC00,-,Commercial,Warehouses/Supermarkets/Retail,Resistance Heater,Electricity,Space Heating,GW,Technology Capacity,Electricity
VAR_Cap,C_WSR-WH_AirHP-ELC,-,Commercial,Warehouses/Supermarkets/Retail,Heat Pump,Electricity,Water Heating,GW,Technology Capacity,Electricity
VAR_Cap,C_WSR-WH_Boiler-BIG,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Biogas,Water Heating,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,C_WSR-WH_Boiler-COA,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Coal,Water Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-WH_Boiler-COA00,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Coal,Water Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-WH_Boiler-DSL,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Diesel,Water Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-WH_Boiler-ELC,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Electricity,Water Heating,GW,Technology Capacity,Electricity
VAR_Cap,C_WSR-WH_Boiler-FOL,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Fuel Oil,Water Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-WH_Boiler-H2R,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Green Hydrogen,Water Heating,GW,Technology Capacity,Electricity
VAR_Cap,C_WSR-WH_Boiler-LPG,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,LPG,Water Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-WH_Boiler-NGA,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Natural Gas,Water Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-WH_Boiler-PLT,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Wood,Water Heating,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,C_WSR-WH_Boiler-WOD,-,Commercial,Warehouses/Supermarkets/Retail,Boiler,Wood,Water Heating,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,C_WSR-WH_Cylinder-ELC,-,Commercial,Warehouses/Supermarkets/Retail,Hot Water Cylinder,Electricity,Water Heating,GW,Technology Capacity,Electricity
VAR_Cap,C_WSR-WH_Cylinder-ELC00,-,Commercial,Warehouses/Supermarkets/Retail,Hot Water Cylinder,Electricity,Water Heating,GW,Technology Capacity,Electricity
VAR_Cap,C_WSR-WH_Cylinder-LPG,-,Commercial,Warehouses/Supermarkets/Retail,Hot Water Cylinder,LPG,Water Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-WH_Cylinder-NGA,-,Commercial,Warehouses/Supermarkets/Retail,Hot Water Cylinder,Natural Gas,Water Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-WH_Cylinder-NGA00,-,Commercial,Warehouses/Supermarkets/Retail,Hot Water Cylinder,Natural Gas,Water Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-WH_GHP-ELC,-,Commercial,Warehouses/Supermarkets/Retail,Heat Pump,Electricity,Water Heating,GW,Technology Capacity,Electricity
VAR_Cap,C_WSR-WH_INSTANT-ELC,-,Commercial,Warehouses/Supermarkets/Retail,Instantaneous Water Heater,Electricity,Water Heating,GW,Technology Capacity,Electricity
VAR_Cap,C_WSR-WH_INSTANT-LPG,-,Commercial,Warehouses/Supermarkets/Retail,Instantaneous Water Heater,LPG,Water Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,C_WSR-WH_INSTANT-NGA,-,Commercial,Warehouses/Supermarkets/Retail,Instantaneous Water Heater,Natural Gas,Water Heating,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-AIR-ELC-CMPR,-,Industry,Dairy Product Manufacturing,Compressor,Electricity,Compressed Air,GW,Technology Capacity,Electricity
VAR_Cap,DARY-AIR-ELC-CMPR15,-,Industry,Dairy Product Manufacturing,Compressor,Electricity,Compressed Air,GW,Technology Capacity,Electricity
VAR_Cap,DARY-MoTP-Stat-DSL-st_ngn,-,Industry,Dairy Product Manufacturing,Stationary Motor,Diesel,"Motive Power, Stationary",GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-MoTP-Stat-ELC-Motor,-,Industry,Dairy Product Manufacturing,Stationary Motor,Electricity,"Motive Power, Stationary",GW,Technology Capacity,Electricity
VAR_Cap,DARY-MoTP-Stat-ELC-Mtr15,-,Industry,Dairy Product Manufacturing,Stationary Motor,Electricity,"Motive Power, Stationary",GW,Technology Capacity,Electricity
VAR_Cap,DARY-MoTP-Stat-ELC-VSD-Mtr,-,Industry,Dairy Product Manufacturing,Stationary Motor with VSD,Electricity,"Motive Power, Stationary",GW,Technology Capacity,Electricity
VAR_Cap,DARY-MoTP-Stat-PET-st_ngn,-,Industry,Dairy Product Manufacturing,Stationary Motor,Petrol,"Motive Power, Stationary",GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-MVR_DRY-COA-BLR15,-,Industry,Dairy Product Manufacturing,Boiler,Coal,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-MVR_DRY-COA-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Coal,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-MVR_DRY-ELC-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Electricity,Process Heat Evaporation/Drying,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-MVR_DRY-ELC-HPmp,-,Industry,Dairy Product Manufacturing,Heat Pump,Electricity,Process Heat Evaporation/Drying,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-MVR_DRY-ELC-HRCVR,-,Industry,Dairy Product Manufacturing,Heat Recovery System (Heating),Electricity,Process Heat Evaporation/Drying,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-MVR_DRY-NGA-BLR15,-,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-MVR_DRY-NGA-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-MVR_DRY-WOD-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Wood,Process Heat Evaporation/Drying,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,DARY-PH-MVR_Fan-ELC-Fan,-,Industry,Dairy Product Manufacturing,Fan,Electricity,Process Heat MVR Fan,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-MVR_Fan-ELC-Fan15,-,Industry,Dairy Product Manufacturing,Fan,Electricity,Process Heat MVR Fan,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-MVR_PRE-COA-BLR15,-,Industry,Dairy Product Manufacturing,Boiler,Coal,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-MVR_PRE-COA-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Coal,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-MVR_PRE-ELC-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Electricity,Process Heat Evaporation/Drying,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-MVR_PRE-ELC-Fan,-,Industry,Dairy Product Manufacturing,Fan,Electricity,Process Heat Evaporation/Drying,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-MVR_PRE-NGA-BLR15,-,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-MVR_PRE-NGA-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-MVR_PRE-WOD-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Wood,Process Heat Evaporation/Drying,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,DARY-PH-MVR_TVR-COA-BLR15,-,Industry,Dairy Product Manufacturing,Boiler,Coal,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-MVR_TVR-COA-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Coal,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-MVR_TVR-ELC-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Electricity,Process Heat Evaporation/Drying,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-MVR_TVR-ELC-Fan,-,Industry,Dairy Product Manufacturing,Fan,Electricity,Process Heat Evaporation/Drying,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-MVR_TVR-NGA-BLR15,-,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-MVR_TVR-NGA-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-MVR_TVR-WOD-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Wood,Process Heat Evaporation/Drying,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,DARY-PH-STM_HW-DSL-BLR15,-,Industry,Dairy Product Manufacturing,Boiler,Diesel,Process Heat Steam/Hot Water,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-STM_HW-DSL-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Diesel,Process Heat Steam/Hot Water,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-STM_HW-ELC-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Electricity,Process Heat Steam/Hot Water,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-STM_HW-ELC-HPmp,-,Industry,Dairy Product Manufacturing,Heat Pump,Electricity,Process Heat Steam/Hot Water,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-STM_HW-GEO-Heat,-,Industry,Dairy Product Manufacturing,Heat Exchanger,Geothermal,Process Heat Steam/Hot Water,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,DARY-PH-STM_HW-GEO-Heat15,-,Industry,Dairy Product Manufacturing,Heat Exchanger,Geothermal,Process Heat Steam/Hot Water,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,DARY-PH-STM_HW-LPG-BLR15,-,Industry,Dairy Product Manufacturing,Boiler,LPG,Process Heat Steam/Hot Water,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-STM_HW-LPG-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,LPG,Process Heat Steam/Hot Water,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-STM_HW-WOD-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Wood,Process Heat Steam/Hot Water,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,DARY-PH-TVR_DRY-COA-BLR15,-,Industry,Dairy Product Manufacturing,Boiler,Coal,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-TVR_DRY-COA-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Coal,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-TVR_DRY-ELC-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Electricity,Process Heat Evaporation/Drying,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-TVR_DRY-ELC-HPmp,-,Industry,Dairy Product Manufacturing,Heat Pump,Electricity,Process Heat Evaporation/Drying,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-TVR_DRY-ELC-HRCVR,-,Industry,Dairy Product Manufacturing,Heat Recovery System (Heating),Electricity,Process Heat Evaporation/Drying,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-TVR_DRY-NGA-BLR15,-,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-TVR_DRY-NGA-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-TVR_DRY-WOD-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Wood,Process Heat Evaporation/Drying,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,DARY-PH-TVR_EVP-COA-BLR15,-,Industry,Dairy Product Manufacturing,Boiler,Coal,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-TVR_EVP-COA-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Coal,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-TVR_EVP-ELC-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Electricity,Process Heat Evaporation/Drying,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-TVR_EVP-ELC-Fan,-,Industry,Dairy Product Manufacturing,Fan,Electricity,Process Heat Evaporation/Drying,GW,Technology Capacity,Electricity
VAR_Cap,DARY-PH-TVR_EVP-NGA-BLR15,-,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-TVR_EVP-NGA-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Process Heat Evaporation/Drying,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-PH-TVR_EVP-WOD-Boiler,-,Industry,Dairy Product Manufacturing,Boiler,Wood,Process Heat Evaporation/Drying,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,DARY-Pump-DSL-Pump,-,Industry,Dairy Product Manufacturing,Pump,Diesel,Pumping,GW,Technology Capacity,Fossil Fuels
VAR_Cap,DARY-Pump-ELC-Pump,-,Industry,Dairy Product Manufacturing,Pump,Electricity,Pumping,GW,Technology Capacity,Electricity
VAR_Cap,DARY-Pump-ELC-Pump15,-,Industry,Dairy Product Manufacturing,Pump,Electricity,Pumping,GW,Technology Capacity,Electricity
VAR_Cap,DARY-RFGR-ELC-Refriger,-,Industry,Dairy Product Manufacturing,Refrigerator,Electricity,Refrigeration,GW,Technology Capacity,Electricity
VAR_Cap,DARY-RFGR-ELC-Refriger15,-,Industry,Dairy Product Manufacturing,Refrigerator,Electricity,Refrigeration,GW,Technology Capacity,Electricity
VAR_Cap,EBAT-Li-Ion,-,Electricity,Electricity Storage,Lithium Ion Battery,Electricity,Electricity Production,GW,Technology Capacity,Electricity
VAR_Cap,EBATUTIFLOW,-,Electricity,Electricity Storage,Flow Battery,Electricity,Electricity Production,GW,Technology Capacity,Electricity
VAR_Cap,EBATUTILION,-,Electricity,Electricity Storage,Lithium Ion Battery,Electricity,Electricity Production,GW,Technology Capacity,Electricity
VAR_Cap,EBIG20,-,Electricity,Biogas,Biogas 2018,Biogas,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EGEOBIN20,-,Electricity,Geothermal,Geothermal (Other),Geothermal,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EGEOCONSBIN20,-,Electricity,Geothermal,Geothermal (Consented),Geothermal,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EGEOCONSFLSH20,-,Electricity,Geothermal,Geothermal (Consented),Geothermal,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EGEOFLSH20,-,Electricity,Geothermal,Geothermal (Other),Geothermal,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EHCO_SCPC20,-,Electricity,Thermal,Coal: SCPC - 2018,Coal,Electricity Production,GW,Technology Capacity,Fossil Fuels
VAR_Cap,EHYD-DAM-New20,-,Electricity,Hydro,Hydro Dam (New),Hydro,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EHYD-RR-NSmall20,-,Electricity,Hydro,Hydro Run of River (New <30MW),Hydro,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EHYD-RR-New20,-,Electricity,Hydro,Hydro Run of River (New >30MW),Hydro,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EHYDPUMPSTG_L,-,Electricity,Electricity Storage,Large Pumped Storage,Hydro,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EHYDPUMPSTG_S,-,Electricity,Electricity Storage,Small Pumped Storage,Hydro,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,ELCREBIG00,-,Electricity,Thermal,Steam Boiler,Biogas,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,ELCREGEO00,-,Electricity,Geothermal,Geothermal (Existing),Geothermal,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,ELCREHYDDAM00,-,Electricity,Hydro,Hydro Dam (Existing),Hydro,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,ELCREHYDRRFlex00,-,Electricity,Hydro,Hydro Run of River (Existing),Hydro,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,ELCREHYDRRInflex00,-,Electricity,Hydro,Hydro Run of River (Existing),Hydro,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,ELCRESOL00,-,Electricity,Solar,Solar (Existing),Solar,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,ELCREWind00,-,Electricity,Wind,Wind (Existing),Wind,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,ELCREWindMV00,-,Electricity,Wind,Wind (Existing),Wind,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,ELCTECOA00,-,Electricity,Thermal,Steam Boiler,Coal,Electricity Production,GW,Technology Capacity,Fossil Fuels
VAR_Cap,ELCTEDSL00,-,Electricity,Thermal,Steam Boiler,Diesel,Electricity Production,GW,Technology Capacity,Fossil Fuels
VAR_Cap,ELCTENGACCGT00,-,Electricity,Thermal,Combined Cycle Gas Turbine (Existing),Natural Gas,Electricity Production,GW,Technology Capacity,Fossil Fuels
VAR_Cap,ELCTENGACHP00,-,Electricity,Thermal,Combined Heat/Power,Natural Gas,Electricity Production,GW,Technology Capacity,Fossil Fuels
VAR_Cap,ELCTENGAOCGT00,-,Electricity,Thermal,Open Cycle Gas Turbine (Existing),Natural Gas,Electricity Production,GW,Technology Capacity,Fossil Fuels
VAR_Cap,ENGA_GTCC20,-,Electricity,Thermal,Combined Cycle Gas Turbine (New),Natural Gas,Electricity Production,GW,Technology Capacity,Fossil Fuels
VAR_Cap,ENGA_GTCCF20,-,Electricity,Thermal,Open Cycle Gas Turbine (New),Natural Gas,Electricity Production,GW,Technology Capacity,Fossil Fuels
VAR_Cap,ESOLPVBCOM20,-,Electricity,Solar,Solar (Commercial Rooftop),Solar,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,ESOLPVBRES20,-,Electricity,Solar,Solar (Residential Rooftop),Solar,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,ESOLPVDISTGR20,-,Electricity,Solar,Solar (Gound Distributed),Solar,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,ESOLPVIND20,-,Electricity,Solar,Solar (Ground Industrial),Solar,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,ESOLPVUTIFIX20,-,Electricity,Solar,Solar (Grid-scale Fixed Mount),Solar,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,ESOLPVUTITRAC20,-,Electricity,Solar,Solar (Grid-scale Tracking Mount),Solar,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EWINDCONS20,-,Electricity,Wind,Wind (Consented),Wind,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EWINDDIST20,-,Electricity,Wind,Wind (Distributed),Wind,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EWINDHIGHCF20,-,Electricity,Wind,Wind (High Capacity Factor),Wind,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EWINDLOWCF20,-,Electricity,Wind,Wind (Low Capacity Factor),Wind,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EWINDOFFSFIX20,-,Electricity,Wind,Wind (Fixed),Wind,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EWINDOFFSFLOA20,-,Electricity,Wind,Wind (Floating),Wind,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EWOD20,-,Electricity,Wood,New Wood Power 2018,Wood,Electricity Production,GW,Technology Capacity,Renewables (direct use)
VAR_Cap,EWSTINC20,-,Electricity,Thermal,Steam Boiler,Waste Incineration,Electricity Production,GW,Technology Capacity,Fossil Fuels
VAR_Cap,FOOD-MoTP-Stat-DSL-st_ngn,-,Industry,Other Food Processing (Non Dairy/Meat Processing),Stationary Motor,Diesel,"Motive Power, Stationary",GW,Technology Capacity,Fossil Fuels
VAR_Cap,FOOD-MoTP-Stat-ELC-Motor,-,Industry,Other Food Processing (Non Dairy/Meat Processing),Stationary Motor,Electricity,"Motive Power, Stationary",GW,Technology Capacity,Electricity
VAR_Cap,FOOD-MoTP-Stat-ELC-Mtr15,-,Industry,Other Food Processing (Non Dairy/Meat Processing),Stationary Motor,Electricity,"Motive Power, Stationary",GW,Technology Capacity,Electricity
VAR_Cap,FOOD-MoTP-Stat-ELC-VSD-Mtr,-,Industry,Other Food Processing (Non Dairy/Meat Processing),Stationary Motor with VSD,Electricity,"Motive Power, Stationary",GW,Technology Capacity,Electricity
VAR_Cap,FOOD-MoTP-Stat-PET-st_ngn,-,Industry,Other Food Processing (Non Dairy/Meat Processing),Stationary Motor,Petrol,"Motive Power, Stationary",GW,Technology Capacity,Fossil Fuels
VAR_Cap,FOOD-PH-DirH-ELC-Heater,-,Industry,Other Food Processing (Non Dairy/Meat Processing),Heater,Electricity,Process Heat Direct,GW,Technology Capacity,Electricity
VAR_Cap,FOOD-PH-DirH-ELC-Heater15,-,Industry,Other Food Processing (Non Dairy/Meat Processing),Heater,Electricity,Process Heat Direct,GW,Technology Capacity,Electricity
VAR_Cap,FOOD-PH-DirH-NGA-Burner,-,Industry,Other Food Processing (Non Dairy/Meat Processing),Burner,Natural Gas,Process Heat Direct,GW,Technology Capacity,Fossil Fuels
VAR_Cap,FOOD-PH-OVN-COA-Oven,-,Industry,Other Food Processing (Non Dairy/Meat Processing),Oven,Coal,Process Heat Oven,GW,Technology Capacity,Fossil Fuels
VAR_Cap,FOOD-PH-OVN-COA-Oven15,-,Industry,Other Food Processing (Non Dairy/Meat Processing),Oven,Coal,Process Heat Oven,GW,Technology Capacity,Fossil Fuels
VAR_Cap,FOOD-PH-OVN-ELC-Oven,-,Industry,Other Food Processing (Non Dairy/Meat Processing),Oven,Electricity,Process Heat Oven,GW,Technology Capacity,Electricity
VAR_Cap,FOOD-PH-OVN-ELC-Oven15,-,Industry,Other Food Processing (Non Dairy/Meat Processing),Oven,Electricity,Process Heat Oven,GW,Technology Capacity,Electricity
VAR_Cap,FOOD-PH-OVN-NGA-Oven,-,Industry,Other Food Processing (Non Dairy/Meat Processing),Oven,Natural Gas,Process Heat Oven,GW,Technology Capacity,Fossil Fuels
