Scenario,Island,Subsector,Fuel Code,Fuel,2015,2016,2018,2021,2025,2030,2035,2040,2045,2050,2055,2060
Tui,NI,METHANOL,INDNGA,Natural Gas,16.46,16.46,16.46,16.4618,16.4618,16.4618,16.4618,16.4618,16.4618,0,0,0
Tui,NI,METHANOL,NGA,Natural Gas Feedstock,41.07,41.06,41.06,41.0689,41.0689,41.0689,41.0689,41.0689,41.0689,0,0,0
Tui,NI,METHANOL,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,METHANOL,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,METHANOL,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,METHANOL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,METHANOL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,METHANOL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINERAL,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINERAL,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINERAL,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINERAL,INDCOA,Coal,2.957142857,2.954952381,2.950571429,3.142622857,3.166605714,3.19358,3.212265714,3.19357655,1.31290909,0.290374286,0.294754286,0.299194286
Tui,NI,MINERAL,INDNGA,Natural Gas,2.194252874,2.19591954,2.199252874,2.890636034,2.056911034,2.631238534,3.029088534,3.484347111,4.907523709,4.74278,4.81432,4.88684
Tui,NI,MINERAL,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINERAL,INDWOD,Wood,0.6,0.597714286,0.593142857,0.593142857,2.392828908,2.68874084,2.893873613,3.121896706,3.492580454,3.186523697,3.234504874,3.283318992
Tui,NI,MINERAL,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINERAL,INDELC,Electricity,0.94537037,0.920305556,0.924805556,0.859555556,0.845962963,0.951611111,1.024722222,1.103537037,1.120259259,2.576883611,2.615712222,2.655097593
Tui,NI,MINERAL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINERAL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINERAL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINING,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINING,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINING,INDDSL,Diesel,9.055555556,3.962828283,3.959191919,4.005877451,4.280432622,4.814543733,5.184888889,5.583361111,5.667805556,5.752777778,5.839861111,5.928
Tui,NI,MINING,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINING,INDNGA,Natural Gas,0.16091954,0.16045977,0.15954023,0.202045977,0.513969054,0.552892131,0.579892131,0.608930592,0.499812551,0.419230769,0.425576923,0.432
Tui,NI,MINING,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINING,INDWOD,Wood,0,0,0,0,0.037905882,0.068494118,0.089670588,0.112376471,0.235184167,0.328941176,0.333882353,0.338941176
Tui,NI,MINING,INDFOL,Fuel Oil,2.035294118,0.024,0.024941176,0.010729412,0,0,0,0,0,0,0,0
Tui,NI,MINING,INDELC,Electricity,1.466666667,1.467259259,1.468444444,1.801195497,1.773023606,1.994431014,2.147833333,2.312981481,2.347851852,2.383240741,2.419148148,2.455574074
Tui,NI,MINING,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINING,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,MINING,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,OTHER,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,OTHER,INDBIG,Biogas,0.04,0.03,0.03,0.0447,0.0502,0.0565,0.0609,0.0655,0.0665,0.0675,0.0685,0.0696
Tui,NI,OTHER,INDDSL,Diesel,4.04,4.03,4.03,4.5417,5.1088,5.7467,6.1886,6.6645,6.7649,6.8669,6.9704,7.0755
Tui,NI,OTHER,INDCOA,Coal,1,1,1,1.1278,1.2686,1.427,1.5367,1.6549,1.6798,1.7052,1.7309,1.757
Tui,NI,OTHER,INDNGA,Natural Gas,1.06,1.05,1.05,1.1871,1.3354,1.5021,1.6176,1.742,1.7682,1.7949,1.822,1.8494
Tui,NI,OTHER,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,OTHER,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,OTHER,INDFOL,Fuel Oil,0.01,0,0,0.0093,0.0105,0.0118,0.0127,0.0136,0.0138,0.014,0.0143,0.0145
Tui,NI,OTHER,INDELC,Electricity,4.08,4.08,4.08,4.5937,5.1673,5.8125,6.2594,6.7407,6.8423,6.9455,7.0502,7.1565
Tui,NI,OTHER,INDPET,Petrol,0.05,0.05,0.05,0.0564,0.0634,0.0714,0.0769,0.0828,0.084,0.0853,0.0866,0.0879
Tui,NI,OTHER,INDLPG,LPG,2.65,2.65,2.65,2.9852,3.3579,3.7772,4.0676,4.3804,4.4464,4.5134,4.5815,4.6506
Tui,NI,OTHER,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,PULP AND PAPER,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,PULP AND PAPER,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,PULP AND PAPER,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,PULP AND PAPER,INDCOA,Coal,0.1625,0.163708333,0.166125,25.54355519,27.91550079,31.91482821,31.91847535,31.91847535,31.77600975,31.66267007,32.46582269,32.4716984
Tui,NI,PULP AND PAPER,INDNGA,Natural Gas,3.886637931,2.498430651,3.870804598,1.30975,1.382792525,1.290627851,1.611857638,1.590783803,1.61375375,1.42864,1.54844,1.67841
Tui,NI,PULP AND PAPER,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,PULP AND PAPER,INDWOD,Wood,28.70588235,28.70737255,28.71035294,8.173689232,10.65506684,12.3348949,20.20621186,24.21803421,29.01632158,34.06515691,38.6660284,44.46657529
Tui,NI,PULP AND PAPER,INDFOL,Fuel Oil,0.117355294,0,0.109176471,0,0,0,0,0,0,0,0,0
Tui,NI,PULP AND PAPER,INDELC,Electricity,6.154840992,4.048174325,4.048174325,4.572079219,5.037451922,5.66656204,6.102282751,6.571427924,7.122561878,8.040371624,8.71476982,9.445797854
Tui,NI,PULP AND PAPER,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,PULP AND PAPER,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,PULP AND PAPER,INDGEO,Geothermal,5.937640961,5.27214253,3.941145668,7.515245474,7.961518321,8.463516004,4.87009908,5.244566674,5.684448586,6.161232997,6.678012295,7.238136568
Tui,NI,REFINERY,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,REFINERY,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,REFINERY,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,REFINERY,INDCOA,Coal,0,0,0,0,0.12546,0.141128571,0.15198,0.15198,0.11754,0.084411429,0.060621429,0.043538571
Tui,NI,REFINERY,INDNGA,Natural Gas,3.370258621,3.358764368,3.358764368,3.431885057,3.211137557,3.544747557,3.745677615,4.024384308,2.726678175,1.418030345,0.99015,0.71113
Tui,NI,REFINERY,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,REFINERY,INDWOD,Wood,0,0,0,0,1.072738824,1.275734454,1.447134118,1.578278242,1.293345368,1.053291429,0.78532437,0.564073277
Tui,NI,REFINERY,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,REFINERY,INDELC,Electricity,0.933333333,0.918518519,0.918518519,1.043259259,1.026796296,1.155,1.243796296,1.339462963,0.961981481,1.109336296,0.796673843,0.572230602
Tui,NI,REFINERY,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,REFINERY,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,REFINERY,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,UREA FEEDSTOCK,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,UREA FEEDSTOCK,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,UREA FEEDSTOCK,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,UREA FEEDSTOCK,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,UREA FEEDSTOCK,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,UREA FEEDSTOCK,NGA,Natural Gas Feedstock,3.99,3.99,3.99,4.4912,5.052,5.6828,6.1197,6.5903,4.7329,3.399,2.4411,1.7531
Tui,NI,UREA FEEDSTOCK,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,UREA FEEDSTOCK,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,UREA FEEDSTOCK,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,UREA FEEDSTOCK,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,UREA FEEDSTOCK,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,UREA FEEDSTOCK,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,WOOD PROCESSING,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,WOOD PROCESSING,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,WOOD PROCESSING,INDDSL,Diesel,0.047058824,0,0.048,0,0,0,0,0,0,0,0,0
Tui,NI,WOOD PROCESSING,INDCOA,Coal,0.225,0.226,0.228,17.0840625,19.27672916,21.809583,21.81061157,21.81061157,24.0145955,26.385818,26.30303782,26.91124674
Tui,NI,WOOD PROCESSING,INDNGA,Natural Gas,0.815229885,0.490162835,0.807787356,0.3085,0.287694351,0.285845262,0.33942541,0.345406878,0.35815625,0.29778,2.762124182,2.789144182
Tui,NI,WOOD PROCESSING,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,WOOD PROCESSING,INDWOD,Wood,15.63823529,15.42321569,14.99317647,0,0.095177143,0.10704,2.34974889,4.129408271,4.139831128,4.151111128,4.163351128,6.225981053
Tui,NI,WOOD PROCESSING,INDFOL,Fuel Oil,0.035294118,0,0.034823529,0,0,0,0,0,0,0,0,0
Tui,NI,WOOD PROCESSING,INDELC,Electricity,6.490075098,4.759312835,4.770595906,5.397344004,5.839671445,6.568981432,7.074023037,7.617897841,8.256895865,9.039902906,9.798073219,10.61993615
Tui,NI,WOOD PROCESSING,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,WOOD PROCESSING,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,NI,WOOD PROCESSING,INDGEO,Geothermal,0.556629874,0.558072989,0.560959218,2.188637741,2.391879801,2.620489752,2.217891733,2.388426634,2.588751541,2.805888732,3.041229781,3.296320883
Tui,SI,CHEMICAL,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CHEMICAL,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CHEMICAL,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CHEMICAL,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CHEMICAL,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CHEMICAL,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CHEMICAL,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CHEMICAL,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CHEMICAL,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CHEMICAL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CHEMICAL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CHEMICAL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CONSTRUCTION,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CONSTRUCTION,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CONSTRUCTION,INDDSL,Diesel,0,0,0,0.790909091,0,0,0,0,0,0,0,0
Tui,SI,CONSTRUCTION,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CONSTRUCTION,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CONSTRUCTION,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CONSTRUCTION,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CONSTRUCTION,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CONSTRUCTION,INDELC,Electricity,0.222222222,0.222222222,0.222222222,0,0.253809268,0.285444444,0.307351852,0.331074074,0.336,0.341055556,0.346240741,0.351425926
Tui,SI,CONSTRUCTION,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CONSTRUCTION,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,CONSTRUCTION,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,DAIRY PRODUCTS,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,DAIRY PRODUCTS,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,DAIRY PRODUCTS,INDDSL,Diesel,0.029411765,0.02945098,0.034705882,0.102003529,0,0.000551365,0,0,0,0,0,0
Tui,SI,DAIRY PRODUCTS,INDCOA,Coal,6.1875,6.1875,6.1875,6.997375,3.181895503,0,0,0.045875,0,0,0,0
Tui,SI,DAIRY PRODUCTS,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,DAIRY PRODUCTS,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,DAIRY PRODUCTS,INDWOD,Wood,0,0,0,0,4.162491762,8.059855929,8.761459765,9.391955059,9.091794824,7.893274353,7.529097765,7.222097294
Tui,SI,DAIRY PRODUCTS,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,DAIRY PRODUCTS,INDELC,Electricity,1.044961906,1.044961906,1.044961906,1.211483298,1.384265706,1.557273629,1.676951323,1.805836486,1.740175171,1.859534423,1.808173811,1.749311208
Tui,SI,DAIRY PRODUCTS,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,DAIRY PRODUCTS,INDLPG,LPG,0.116091954,0.115977011,0.110689655,0,0,0,0,0,0,0,0,0
Tui,SI,DAIRY PRODUCTS,INDGEO,Geothermal,0.065970948,0.066039668,0.066177107,0.136061988,0.144785615,0.154595701,0.09522494,0.102542562,0.098803864,0.09522494,0.09174188,0.088418594
Tui,SI,FOOD PROCESSING,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,FOOD PROCESSING,INDBIG,Biogas,0,0,0,0,0.022182731,0.024950419,0.026867699,0.028934445,0.027883034,0.026867699,0.025893597,0.024950419
Tui,SI,FOOD PROCESSING,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,FOOD PROCESSING,INDCOA,Coal,0.529,0.528933333,0.5288,0.59901,0.63398,0.70012875,0.59796875,0.528084309,0.272048718,0.08686875,0.02226,0.02146
Tui,SI,FOOD PROCESSING,INDNGA,Natural Gas,0,0,0,0,0.0041275,0.0046475,0.005005,0.00537875,0.00518375,0.005005,0.00481,0.0046475
Tui,SI,FOOD PROCESSING,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,FOOD PROCESSING,INDWOD,Wood,0,0,0,0,0,0,0.041576471,0.153843004,0.371170618,0.522611765,0.561505882,0.541052941
Tui,SI,FOOD PROCESSING,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,FOOD PROCESSING,INDELC,Electricity,0.638598593,0.638665259,0.638798593,0.749820854,0.820957963,0.936392428,1.120011446,1.206133047,1.162196141,1.120011446,1.079192318,1.040192428
Tui,SI,FOOD PROCESSING,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,FOOD PROCESSING,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,FOOD PROCESSING,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,IRON&STEEL,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,IRON&STEEL,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,IRON&STEEL,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,IRON&STEEL,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,IRON&STEEL,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,IRON&STEEL,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,IRON&STEEL,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,IRON&STEEL,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,IRON&STEEL,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,IRON&STEEL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,IRON&STEEL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,IRON&STEEL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MEAT PROCESSING,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MEAT PROCESSING,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MEAT PROCESSING,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MEAT PROCESSING,INDCOA,Coal,0.97308,0.97308,0.973125,0,0,0,0,0,0,0,0,0
Tui,SI,MEAT PROCESSING,INDNGA,Natural Gas,0,0,0,0,0.00277875,0.00312,0.00336375,0.0036075,0.0034775,0.00336375,0.00323375,0.00312
Tui,SI,MEAT PROCESSING,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MEAT PROCESSING,INDWOD,Wood,0.037101176,0.037101176,0.037058824,1.073411765,1.207529412,1.358235294,1.462705882,1.575176471,1.517882353,1.462705882,1.409411765,1.358235294
Tui,SI,MEAT PROCESSING,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MEAT PROCESSING,INDELC,Electricity,1.106395296,0.786299296,0.786299296,0.90690456,0.969444426,1.090560863,1.174332921,1.264667942,1.218697659,1.174332921,1.131629305,1.090431233
Tui,SI,MEAT PROCESSING,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MEAT PROCESSING,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MEAT PROCESSING,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METALS,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METALS,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METALS,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METALS,INDCOA,Coal,0,0,0,0,0.015167143,0.017061429,0.018372857,0.019787143,0.020082857,0.020387143,0.020695714,0.021004286
Tui,SI,METALS,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METALS,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METALS,INDWOD,Wood,0,0,0,0,0.121337143,0.136491429,0.146982857,0.158297143,0.160662857,0.163097143,0.165565714,0.168034286
Tui,SI,METALS,INDFOL,Fuel Oil,0.33375,0.321458333,0.334,0.39325,9.24E-05,9.24E-05,9.24E-05,0.000181964,0,0,0,0
Tui,SI,METALS,INDELC,Electricity,0.362546296,0.362337963,0.349796296,0.402125926,0.727189509,0.817922009,0.880781546,0.948474842,0.962864167,0.977483657,0.992224028,1.007064398
Tui,SI,METALS,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METALS,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METALS,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METHANOL,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METHANOL,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METHANOL,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METHANOL,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METHANOL,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METHANOL,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METHANOL,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METHANOL,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METHANOL,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METHANOL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METHANOL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,METHANOL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINERAL,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINERAL,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINERAL,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINERAL,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINERAL,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINERAL,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINERAL,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINERAL,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINERAL,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINERAL,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINERAL,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINERAL,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINING,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINING,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINING,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINING,INDCOA,Coal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINING,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINING,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINING,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINING,INDFOL,Fuel Oil,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINING,INDELC,Electricity,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINING,INDPET,Petrol,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINING,INDLPG,LPG,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,MINING,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,OTHER,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,OTHER,INDBIG,Biogas,0.01,0.01,0.01,0.0152,0.0171,0.0193,0.0208,0.0224,0.0227,0.023,0.0234,0.0237
Tui,SI,OTHER,INDDSL,Diesel,1.37,1.37,1.37,1.5501,1.7437,1.9614,2.1122,2.2746,2.3089,2.3437,2.3791,2.4149
Tui,SI,OTHER,INDCOA,Coal,0.34,0.34,0.34,0.3849,0.433,0.487,0.5245,0.5648,0.5733,0.582,0.5908,0.5997
Tui,SI,OTHER,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,OTHER,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,OTHER,INDWOD,Wood,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,OTHER,INDFOL,Fuel Oil,0,0,0,0.0032,0.0036,0.004,0.0043,0.0047,0.0047,0.0048,0.0049,0.0049
Tui,SI,OTHER,INDELC,Electricity,1.39,1.39,1.39,1.5679,1.7636,1.9839,2.1364,2.3007,2.3353,2.3705,2.4063,2.4426
Tui,SI,OTHER,INDPET,Petrol,0.01,0.01,0.01,0.0193,0.0217,0.0244,0.0262,0.0282,0.0287,0.0291,0.0295,0.03
Tui,SI,OTHER,INDLPG,LPG,0.9,0.9,0.9,1.0189,1.1461,1.2892,1.3883,1.4951,1.5176,1.5405,1.5637,1.5873
Tui,SI,OTHER,INDGEO,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,PULP AND PAPER,COA,Coal Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,PULP AND PAPER,INDBIG,Biogas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,PULP AND PAPER,INDDSL,Diesel,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,PULP AND PAPER,INDCOA,Coal,0.02375,0.023916667,0.02425,0.02835,0.03195,0.03195,0.03195,0.03195,0.015775672,0,0,0
Tui,SI,PULP AND PAPER,INDNGA,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0
Tui,SI,PULP AND PAPER,NGA,Natural Gas Feedstock,0,0,0,0,0,0,0,0,0,0,0,0
