Scenario,Region,Sector,Set,Name,Description,Activity unit,Capacity unit,Type,Sub type,Primary commodity group,Time slice level,Vintage
NewTech_ELC_TUI,NI,ELC,.ELE.,EWINDOFFSFIX20,Electricity -:- Wind -:- Wind (Fixed) -:- Wind,PJ,GW,ELE,-,EWINDOFFSFIX20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EWINDOFFSFIX20,Electricity -:- Wind -:- Wind (Fixed) -:- Wind,PJ,GW,ELE,-,EWINDOFFSFIX20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EWINDOFFSFLOA20,Electricity -:- Wind -:- Wind (Floating) -:- Wind,PJ,GW,ELE,-,EWINDOFFSFLOA20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EWINDOFFSFLOA20,Electricity -:- Wind -:- Wind (Floating) -:- Wind,PJ,GW,ELE,-,EWINDOFFSFLOA20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EWOD20,Electricity -:- Wood -:- New Wood Power 2018 -:- Wood,PJ,GW,ELE,-,EWOD20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EWOD20,Electricity -:- Wood -:- New Wood Power 2018 -:- Wood,PJ,GW,ELE,-,EWOD20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.,EWSTINC20,Electricity -:- Thermal -:- Steam Boiler -:- Waste Incineration,PJ,GW,ELE,-,EWSTINC20_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.,EWSTINC20,Electricity -:- Thermal -:- Steam Boiler -:- Waste Incineration,PJ,GW,ELE,-,EWSTINC20_NRGO,DAYNITE,1.0
NewTech_ELC_TUI,NI,ELC,.ELE.STG.,EBAT-Li-Ion,Electricity -:- Electricity Storage -:- Lithium Ion Battery  -:- Electricity,PJ,GW,ELE,STG,EBAT-Li-Ion_NRGO,DAYNITE,1.0
NewTech_ELC_KEA,NI,ELC,.ELE.STG.,EBAT-Li-Ion,Electricity -:- Electricity Storage -:- Lithium Ion Battery  -:- Electricity,PJ,GW,ELE,STG,EBAT-Li-Ion_NRGO,DAYNITE,1.0
