Scenario,Region,Sector,Process,Name,Description,Member
BASE,SI,OTH,R_DDW-SH_Burner-DSL00,R_DDW-SH_Burner-DSL00_DEMO,-,R_DDW-SH
BASE,SI,OTH,R_DDW-SH_Burner-DSL00,R_DDW-SH_Burner-DSL00_NRGI,-,RESDSL
BASE,SI,OTH,R_DDW-SH_Burner-LPG00,R_DDW-SH_Burner-LPG00_DEMO,-,R_DDW-SH
BASE,SI,OTH,R_DDW-SH_Burner-LPG00,R_DDW-SH_Burner-LPG00_NRGI,-,RESLPG
BASE,SI,OTH,R_DDW-SH_Burner-WOD00,R_DDW-SH_Burner-WOD00_DEMO,-,R_DDW-SH
BASE,SI,OTH,R_DDW-SH_Burner-WOD00,R_DDW-SH_Burner-WOD00_NRGI,-,RESWOD
BASE,SI,OTH,R_DDW-SH_HP-ELC00,R_DDW-SH_HP-ELC00_DEMO,-,R_DDW-SH
BASE,SI,OTH,R_DDW-SH_HP-ELC00,R_DDW-SH_HP-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_DDW-SH_OF-COA00,R_DDW-SH_OF-COA00_DEMO,-,R_DDW-SH
BASE,SI,OTH,R_DDW-SH_OF-COA00,R_DDW-SH_OF-COA00_NRGI,-,RESCOA
BASE,SI,OTH,R_DDW-SH_OF-WOD00,R_DDW-SH_OF-WOD00_DEMO,-,R_DDW-SH
BASE,SI,OTH,R_DDW-SH_OF-WOD00,R_DDW-SH_OF-WOD00_NRGI,-,RESWOD
BASE,SI,OTH,R_DDW-SH_OFWB-COA00,R_DDW-SH_OFWB-COA00_DEMO,-,R_DDW-SH
BASE,SI,OTH,R_DDW-SH_OFWB-COA00,R_DDW-SH_OFWB-COA00_NRGI,-,RESCOA
BASE,SI,OTH,R_DDW-SH_RH-ELC00,R_DDW-SH_RH-ELC00_DEMO,-,R_DDW-SH
BASE,SI,OTH,R_DDW-SH_RH-ELC00,R_DDW-SH_RH-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_DDW-WH_BRNWB-WOD00,R_DDW-WH_BRNWB-WOD00_DEMO,-,R_DDW-WH
BASE,SI,OTH,R_DDW-WH_BRNWB-WOD00,R_DDW-WH_BRNWB-WOD00_NRGI,-,RESWOD
BASE,SI,OTH,R_DDW-WH_Gasheat-LPG00,R_DDW-WH_Gasheat-LPG00_DEMO,-,R_DDW-WH
BASE,SI,OTH,R_DDW-WH_Gasheat-LPG00,R_DDW-WH_Gasheat-LPG00_NRGI,-,RESLPG
BASE,SI,OTH,R_DDW-WH_HWC-ELC00,R_DDW-WH_HWC-ELC00_DEMO,-,R_DDW-WH
BASE,SI,OTH,R_DDW-WH_HWC-ELC00,R_DDW-WH_HWC-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_DDW-WH_HWC-SOL00,R_DDW-WH_HWC-SOL00_DEMO,-,R_DDW-WH
BASE,SI,OTH,R_DDW-WH_HWC-SOL00,R_DDW-WH_HWC-SOL00_NRGI,-,RESSOL
BASE,SI,OTH,R_DDW-WH_OFWB-COA00,R_DDW-WH_OFWB-COA00_DEMO,-,R_DDW-WH
BASE,SI,OTH,R_DDW-WH_OFWB-COA00,R_DDW-WH_OFWB-COA00_NRGI,-,RESCOA
BASE,SI,OTH,R_JDW-CD_Dryer-ELC00,R_JDW-CD_Dryer-ELC00_DEMO,-,R_JDW-CD
BASE,SI,OTH,R_JDW-CD_Dryer-ELC00,R_JDW-CD_Dryer-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_JDW-CK_Appl-ELC00,R_JDW-CK_Appl-ELC00_DEMO,-,R_JDW-CK
BASE,SI,OTH,R_JDW-CK_Appl-ELC00,R_JDW-CK_Appl-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_JDW-CK_Appl-LPG00,R_JDW-CK_Appl-LPG00_DEMO,-,R_JDW-CK
BASE,SI,OTH,R_JDW-CK_Appl-LPG00,R_JDW-CK_Appl-LPG00_NRGI,-,RESLPG
BASE,SI,OTH,R_JDW-CW_Washer-ELC00,R_JDW-CW_Washer-ELC00_DEMO,-,R_JDW-CW
BASE,SI,OTH,R_JDW-CW_Washer-ELC00,R_JDW-CW_Washer-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_JDW-DW_Dwash-ELC00,R_JDW-DW_Dwash-ELC00_DEMO,-,R_JDW-DW
BASE,SI,OTH,R_JDW-DW_Dwash-ELC00,R_JDW-DW_Dwash-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_JDW-LT_CFL-ELC00,R_JDW-LT_CFL-ELC00_DEMO,-,R_JDW-LT
BASE,SI,OTH,R_JDW-LT_CFL-ELC00,R_JDW-LT_CFL-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_JDW-LT_Incan-ELC00,R_JDW-LT_Incan-ELC00_DEMO,-,R_JDW-LT
BASE,SI,OTH,R_JDW-LT_Incan-ELC00,R_JDW-LT_Incan-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_JDW-LT_LED-ELC00,R_JDW-LT_LED-ELC00_DEMO,-,R_JDW-LT
BASE,SI,OTH,R_JDW-LT_LED-ELC00,R_JDW-LT_LED-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_JDW-MPM_ICE-PET00,R_JDW-MPM_ICE-PET00_DEMO,-,R_JDW-MPM
BASE,SI,OTH,R_JDW-MPM_ICE-PET00,R_JDW-MPM_ICE-PET00_NRGI,-,RESPET
BASE,SI,OTH,R_JDW-MPS_Motor-ELC00,R_JDW-MPS_Motor-ELC00_DEMO,-,R_JDW-MPS
BASE,SI,OTH,R_JDW-MPS_Motor-ELC00,R_JDW-MPS_Motor-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_JDW-OTH_Elec-ELC00,R_JDW-OTH_Elec-ELC00_DEMO,-,R_JDW-OTH
BASE,SI,OTH,R_JDW-OTH_Elec-ELC00,R_JDW-OTH_Elec-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_JDW-RF_Refriger-ELC00,R_JDW-RF_Refriger-ELC00_DEMO,-,R_JDW-RF
BASE,SI,OTH,R_JDW-RF_Refriger-ELC00,R_JDW-RF_Refriger-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_JDW-SC_HP-ELC00,R_JDW-SC_HP-ELC00_DEMO,-,R_JDW-SC
BASE,SI,OTH,R_JDW-SC_HP-ELC00,R_JDW-SC_HP-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_JDW-SH_Burner-DSL00,R_JDW-SH_Burner-DSL00_DEMO,-,R_JDW-SH
BASE,SI,OTH,R_JDW-SH_Burner-DSL00,R_JDW-SH_Burner-DSL00_NRGI,-,RESDSL
BASE,SI,OTH,R_JDW-SH_Burner-LPG00,R_JDW-SH_Burner-LPG00_DEMO,-,R_JDW-SH
BASE,SI,OTH,R_JDW-SH_Burner-LPG00,R_JDW-SH_Burner-LPG00_NRGI,-,RESLPG
BASE,SI,OTH,R_JDW-SH_HP-ELC00,R_JDW-SH_HP-ELC00_DEMO,-,R_JDW-SH
BASE,SI,OTH,R_JDW-SH_HP-ELC00,R_JDW-SH_HP-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_JDW-SH_RH-ELC00,R_JDW-SH_RH-ELC00_DEMO,-,R_JDW-SH
BASE,SI,OTH,R_JDW-SH_RH-ELC00,R_JDW-SH_RH-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_JDW-WH_Gasheat-LPG00,R_JDW-WH_Gasheat-LPG00_DEMO,-,R_JDW-WH
BASE,SI,OTH,R_JDW-WH_Gasheat-LPG00,R_JDW-WH_Gasheat-LPG00_NRGI,-,RESLPG
BASE,SI,OTH,R_JDW-WH_HWC-ELC00,R_JDW-WH_HWC-ELC00_DEMO,-,R_JDW-WH
BASE,SI,OTH,R_JDW-WH_HWC-ELC00,R_JDW-WH_HWC-ELC00_NRGI,-,RESELC
BASE,SI,OTH,R_JDW-WH_HWC-SOL00,R_JDW-WH_HWC-SOL00_DEMO,-,R_JDW-WH
BASE,SI,OTH,R_JDW-WH_HWC-SOL00,R_JDW-WH_HWC-SOL00_NRGI,-,RESSOL
BASE,SI,PRI,CT_COILBDS,CT_COILBDS_ENVO,-,TOTCO2
BASE,SI,PRI,CT_COILBDS,CT_COILBDS_NRGI,-,OILWST
BASE,SI,PRI,CT_COILBDS,CT_COILBDS_NRGO,-,BDSL
BASE,SI,PRI,CT_CWODDID,CT_CWODDID_ENVO,-,TOTCO2
BASE,SI,PRI,CT_CWODDID,CT_CWODDID_NRGI,-,WODWST
BASE,SI,PRI,CT_CWODDID,CT_CWODDID_NRGO,-,DID
BASE,SI,PRI,CT_CWODDID,CT_CWODDID_NRGO,-,DIJ
BASE,SI,PRI,CT_CWODETH,CT_CWODETH_NRGI,-,WODWST
BASE,SI,PRI,CT_CWODETH,CT_CWODETH_NRGO,-,BIL
BASE,SI,PRI,CT_CWODPLT,CT_CWODPLT_NRGI,-,WODWST
BASE,SI,PRI,CT_CWODPLT,CT_CWODPLT_NRGO,-,PLT
BASE,SI,PRI,D-H2_Trailer,D-H2_Trailer_NRGI,-,H2C
BASE,SI,PRI,D-H2_Trailer,D-H2_Trailer_NRGO,-,H2R
BASE,SI,PRI,EXPCOA1,EXPCOA1_NRGI,-,COA
BASE,SI,PRI,EXPCOL1,EXPCOL1_NRGI,-,COL
BASE,SI,PRI,EXPDSL1,EXPDSL1_NRGI,-,DSL
BASE,SI,PRI,EXPFOL1,EXPFOL1_NRGI,-,FOL
BASE,SI,PRI,EXPJET1,EXPJET1_NRGI,-,JET
BASE,SI,PRI,EXPLPG1,EXPLPG1_NRGI,-,LPG
BASE,SI,PRI,EXPNGA1,EXPNGA1_NRGI,-,NGA
BASE,SI,PRI,EXPOIL1,EXPOIL1_NRGI,-,OILD
BASE,SI,PRI,EXPOTH1,EXPOTH1_NRGI,-,OTH
BASE,SI,PRI,EXPPET1,EXPPET1_NRGI,-,PET
BASE,SI,PRI,FTE_AGRH2D,FTE_AGRH2D_NRGI,-,H2D
BASE,SI,PRI,FTE_AGRH2D,FTE_AGRH2D_NRGO,-,AGRH2R
BASE,SI,PRI,FTE_AGRH2R,FTE_AGRH2R_NRGI,-,H2R
BASE,SI,PRI,FTE_AGRH2R,FTE_AGRH2R_NRGO,-,AGRH2R
BASE,SI,PRI,FTE_COMH2D,FTE_COMH2D_NRGI,-,H2D
BASE,SI,PRI,FTE_COMH2D,FTE_COMH2D_NRGO,-,COMH2R
BASE,SI,PRI,FTE_COMH2R,FTE_COMH2R_NRGI,-,H2R
BASE,SI,PRI,FTE_COMH2R,FTE_COMH2R_NRGO,-,COMH2R
BASE,SI,PRI,FTE_ELCH2R,FTE_ELCH2R_NRGI,-,H2R
BASE,SI,PRI,FTE_ELCH2R,FTE_ELCH2R_NRGO,-,ELCH2R
BASE,SI,PRI,FTE_INDH2D,FTE_INDH2D_NRGI,-,H2D
BASE,SI,PRI,FTE_INDH2D,FTE_INDH2D_NRGO,-,INDH2R
BASE,SI,PRI,FTE_INDH2R,FTE_INDH2R_NRGI,-,H2R
BASE,SI,PRI,FTE_INDH2R,FTE_INDH2R_NRGO,-,INDH2R
BASE,SI,PRI,FTE_RESH2D,FTE_RESH2D_NRGI,-,H2D
BASE,SI,PRI,FTE_RESH2D,FTE_RESH2D_NRGO,-,RESH2R
BASE,SI,PRI,FTE_RESH2R,FTE_RESH2R_NRGI,-,H2R
BASE,SI,PRI,FTE_RESH2R,FTE_RESH2R_NRGO,-,RESH2R
BASE,SI,PRI,FTE_TRAH2D,FTE_TRAH2D_NRGI,-,H2D
BASE,SI,PRI,FTE_TRAH2D,FTE_TRAH2D_NRGO,-,TRAH2R
BASE,SI,PRI,FTE_TRAH2R,FTE_TRAH2R_NRGI,-,H2R
BASE,SI,PRI,FTE_TRAH2R,FTE_TRAH2R_NRGO,-,TRAH2R
BASE,SI,PRI,IMPCOA1,IMPCOA1_NRGO,-,COA
BASE,SI,PRI,IMPCOL1,IMPCOL1_NRGO,-,COL
BASE,SI,PRI,IMPDSL1,IMPDSL1_NRGO,-,DSL
BASE,SI,PRI,IMPFOL1,IMPFOL1_NRGO,-,FOL
BASE,SI,PRI,IMPJET1,IMPJET1_NRGO,-,JET
BASE,SI,PRI,IMPLPG1,IMPLPG1_NRGO,-,LPG
BASE,SI,PRI,IMPNGA1,IMPNGA1_NRGO,-,NGA
BASE,SI,PRI,IMPOIL1,IMPOIL1_NRGO,-,OILI
BASE,SI,PRI,IMPOTH1,IMPOTH1_NRGO,-,OTH
BASE,SI,PRI,IMPPET1,IMPPET1_NRGO,-,PET
BASE,SI,PRI,MINAGRWST00,MINAGRWST00_NRGO,-,AGRWST
BASE,SI,PRI,MINAGRWST01,MINAGRWST01_NRGO,-,AGRWST
BASE,SI,PRI,MINANMMNR00,MINANMMNR00_NRGO,-,ANMMNR
BASE,SI,PRI,MINCOA1,MINCOA1_NRGO,-,COA
BASE,SI,PRI,MINCOL1,MINCOL1_NRGO,-,COL
BASE,SI,PRI,MINDSL1,MINDSL1_NRGO,-,DSL
BASE,SI,PRI,MINFOL1,MINFOL1_NRGO,-,FOL
BASE,SI,PRI,MINGEO1,MINGEO1_NRGO,-,GEO
BASE,SI,PRI,MINHYD1,MINHYD1_NRGO,-,HYD
BASE,SI,PRI,MINJET1,MINJET1_NRGO,-,JET
BASE,SI,PRI,MINLPG1,MINLPG1_NRGO,-,LPG
BASE,SI,PRI,MINMNCWST00,MINMNCWST00_NRGO,-,MNCWST
BASE,SI,PRI,MINNGA1,MINNGA1_NRGO,-,NGA
BASE,SI,PRI,MINOIL1,MINOIL1_NRGO,-,OILD
BASE,SI,PRI,MINOILWST00,MINOILWST00_NRGO,-,OILWST
BASE,SI,PRI,MINOILWST01,MINOILWST01_NRGO,-,OILWST
BASE,SI,PRI,MINOTH1,MINOTH1_NRGO,-,OTH
BASE,SI,PRI,MINPET1,MINPET1_NRGO,-,PET
BASE,SI,PRI,MINSOL1,MINSOL1_NRGO,-,SOL
BASE,SI,PRI,MINTID1,MINTID1_NRGO,-,TID
BASE,SI,PRI,MINURN1,MINURN1_NRGO,-,URN
BASE,SI,PRI,MINWIN1,MINWIN1_NRGO,-,WIN
BASE,SI,PRI,MINWODSUPCUR00,MINWODSUPCUR00_NRGO,-,WOD
BASE,SI,PRI,MINWODSUPOSWOD,MINWODSUPOSWOD_NRGO,-,INDOSWOD
BASE,SI,PRI,MINWODWST00,MINWODWST00_NRGO,-,WODWST
BASE,SI,PRI,MINWODWST01,MINWODWST01_NRGO,-,WODWST
BASE,SI,PRI,MINWODWST02,MINWODWST02_NRGO,-,WODWST
BASE,SI,PRI,MIN_DAC_CO2,MIN_DAC_CO2_NRGO,-,DAC_CO2
BASE,SI,PRI,REFEOIL00,REFEOIL00_NRGO,-,DSL
BASE,SI,PRI,REFEOIL00,REFEOIL00_NRGO,-,FOL
BASE,SI,PRI,REFEOIL00,REFEOIL00_NRGO,-,JET
BASE,SI,PRI,REFEOIL00,REFEOIL00_NRGO,-,LPG
BASE,SI,PRI,REFEOIL00,REFEOIL00_NRGO,-,OTH
BASE,SI,PRI,REFEOIL00,REFEOIL00_NRGO,-,PET
BASE,SI,PRI,REF_AGRWST,REF_AGRWST_NRGI,-,AGRWST
BASE,SI,PRI,REF_AGRWST,REF_AGRWST_NRGO,-,BIG
BASE,SI,PRI,REF_ANMMNR,REF_ANMMNR_NRGI,-,ANMMNR
BASE,SI,PRI,REF_ANMMNR,REF_ANMMNR_NRGO,-,BIG
BASE,SI,PRI,REF_WODWST,REF_WODWST_NRGI,-,WODWST
BASE,SI,PRI,REF_WODWST,REF_WODWST_NRGO,-,BIG
BASE,SI,PRI,SUP_ELC-PEMC-H2,SUP_ELC-PEMC-H2_NRGI,-,ELC
BASE,SI,PRI,SUP_ELC-PEMC-H2,SUP_ELC-PEMC-H2_NRGO,-,H2C
BASE,SI,PRI,SUP_ELC-PEMD-H2,SUP_ELC-PEMD-H2_NRGI,-,ELCD
BASE,SI,PRI,SUP_ELC-PEMD-H2,SUP_ELC-PEMD-H2_NRGO,-,H2D
BASE,SI,PRI,WSTWOD2WOD,WSTWOD2WOD_NRGI,-,WODWST
BASE,SI,PRI,WSTWOD2WOD,WSTWOD2WOD_NRGO,-,WOD
BASE,SI,TRA,FTE_TRABIL,FTE_TRABIL_NRGI,-,BIL
BASE,SI,TRA,FTE_TRABIL,FTE_TRABIL_NRGO,-,TRABIL
BASE,SI,TRA,FTE_TRADSL,FTE_TRADSL_NRGI,-,BDSL
BASE,SI,TRA,FTE_TRADSL,FTE_TRADSL_NRGI,-,DID
BASE,SI,TRA,FTE_TRADSL,FTE_TRADSL_NRGI,-,DSL
BASE,SI,TRA,FTE_TRADSL,FTE_TRADSL_NRGO,-,TRADSL
BASE,SI,TRA,FTE_TRAFOL,FTE_TRAFOL_NRGI,-,FOL
BASE,SI,TRA,FTE_TRAFOL,FTE_TRAFOL_NRGO,-,TRAFOL
BASE,SI,TRA,FTE_TRAJET,FTE_TRAJET_NRGI,-,DIJ
BASE,SI,TRA,FTE_TRAJET,FTE_TRAJET_NRGI,-,JET
BASE,SI,TRA,FTE_TRAJET,FTE_TRAJET_NRGO,-,TRAJET
BASE,SI,TRA,FTE_TRALPG,FTE_TRALPG_NRGI,-,LPG
BASE,SI,TRA,FTE_TRALPG,FTE_TRALPG_NRGO,-,TRALPG
BASE,SI,TRA,FTE_TRANGA,FTE_TRANGA_NRGI,-,NGA
BASE,SI,TRA,FTE_TRANGA,FTE_TRANGA_NRGO,-,TRANGA
BASE,SI,TRA,FTE_TRAPET,FTE_TRAPET_NRGI,-,PET
BASE,SI,TRA,FTE_TRAPET,FTE_TRAPET_NRGO,-,TRAPET
BASE,SI,TRA,G_ELC_T_00,G_ELC_T_00_NRGI,-,ELCD
BASE,SI,TRA,G_ELC_T_00,G_ELC_T_00_NRGO,-,TRAELC
BASE,SI,TRA,T_C_CBEVNEW15,T_C_CBEVNEW15_DEMO,-,T_C_Car
BASE,SI,TRA,T_C_CBEVNEW15,T_C_CBEVNEW15_NRGI,-,TRAELC
BASE,SI,TRA,T_C_CHYBPET15,T_C_CHYBPET15_DEMO,-,T_C_Car
BASE,SI,TRA,T_C_CHYBPET15,T_C_CHYBPET15_NRGI,-,TRAPET
BASE,SI,TRA,T_C_CICEDSL15,T_C_CICEDSL15_DEMO,-,T_C_Car
BASE,SI,TRA,T_C_CICEDSL15,T_C_CICEDSL15_NRGI,-,TRADSL
BASE,SI,TRA,T_C_CICELPG15,T_C_CICELPG15_DEMO,-,T_C_Car
BASE,SI,TRA,T_C_CICELPG15,T_C_CICELPG15_NRGI,-,TRALPG
BASE,SI,TRA,T_C_CICEPET15,T_C_CICEPET15_DEMO,-,T_C_Car
BASE,SI,TRA,T_C_CICEPET15,T_C_CICEPET15_NRGI,-,TRAPET
BASE,SI,TRA,T_F_DSHIPP15,T_F_DSHIPP15_DEMO,-,T_F_DSHIP
BASE,SI,TRA,T_F_DSHIPP15,T_F_DSHIPP15_NRGI,-,TRAFOL
BASE,SI,TRA,T_F_HTICEDSL15,T_F_HTICEDSL15_DEMO,-,T_F_HTrk
BASE,SI,TRA,T_F_HTICEDSL15,T_F_HTICEDSL15_NRGI,-,TRADSL
BASE,SI,TRA,T_F_ISHIPP15,T_F_ISHIPP15_DEMO,-,T_F_ISHIP
BASE,SI,TRA,T_F_ISHIPP15,T_F_ISHIPP15_NRGI,-,FOL
BASE,SI,TRA,T_F_MBEVELC15,T_F_MBEVELC15_DEMO,-,T_F_MTrk
BASE,SI,TRA,T_F_MBEVELC15,T_F_MBEVELC15_NRGI,-,TRAELC
BASE,SI,TRA,T_F_MTICEDSL15,T_F_MTICEDSL15_DEMO,-,T_F_MTrk
BASE,SI,TRA,T_F_MTICEDSL15,T_F_MTICEDSL15_NRGI,-,TRADSL
BASE,SI,TRA,T_F_MTICEPET15,T_F_MTICEPET15_DEMO,-,T_F_MTrk
BASE,SI,TRA,T_F_MTICEPET15,T_F_MTICEPET15_NRGI,-,TRAPET
BASE,SI,TRA,T_F_VHTICEDSL15,T_F_VHTICEDSL15_DEMO,-,T_F_VHTrk
BASE,SI,TRA,T_F_VHTICEDSL15,T_F_VHTICEDSL15_NRGI,-,TRADSL
BASE,SI,TRA,T_O_FuelJet,T_O_FuelJet_DEMO,-,T_O_JET
BASE,SI,TRA,T_O_FuelJet,T_O_FuelJet_NRGI,-,TRAJET
BASE,SI,TRA,T_O_FuelJet_Int,T_O_FuelJet_Int_DEMO,-,T_O_JET_Int
BASE,SI,TRA,T_O_FuelJet_Int,T_O_FuelJet_Int_NRGI,-,JET
BASE,SI,TRA,T_P_BBEVELC15,T_P_BBEVELC15_DEMO,-,T_P_Bus
BASE,SI,TRA,T_P_BBEVELC15,T_P_BBEVELC15_NRGI,-,TRAELC
BASE,SI,TRA,T_P_BICEDSL15,T_P_BICEDSL15_DEMO,-,T_P_Bus
BASE,SI,TRA,T_P_BICEDSL15,T_P_BICEDSL15_NRGI,-,TRADSL
BASE,SI,TRA,T_P_BICEPET15,T_P_BICEPET15_DEMO,-,T_P_Bus
BASE,SI,TRA,T_P_BICEPET15,T_P_BICEPET15_NRGI,-,TRAPET
BASE,SI,TRA,T_P_CBEVNEW15,T_P_CBEVNEW15_DEMO,-,T_P_Car
BASE,SI,TRA,T_P_CBEVNEW15,T_P_CBEVNEW15_NRGI,-,TRAELC
BASE,SI,TRA,T_P_CBEVUSD15,T_P_CBEVUSD15_DEMO,-,T_P_Car
BASE,SI,TRA,T_P_CBEVUSD15,T_P_CBEVUSD15_NRGI,-,TRAELC
BASE,SI,TRA,T_P_CHYBPET15,T_P_CHYBPET15_DEMO,-,T_P_Car
BASE,SI,TRA,T_P_CHYBPET15,T_P_CHYBPET15_NRGI,-,TRAPET
BASE,SI,TRA,T_P_CICEDSL15,T_P_CICEDSL15_DEMO,-,T_P_Car
BASE,SI,TRA,T_P_CICEDSL15,T_P_CICEDSL15_NRGI,-,TRADSL
BASE,SI,TRA,T_P_CICELPG15,T_P_CICELPG15_DEMO,-,T_P_Car
BASE,SI,TRA,T_P_CICELPG15,T_P_CICELPG15_NRGI,-,TRALPG
BASE,SI,TRA,T_P_CICEPET15,T_P_CICEPET15_DEMO,-,T_P_Car
BASE,SI,TRA,T_P_CICEPET15,T_P_CICEPET15_NRGI,-,TRAPET
BASE,SI,TRA,T_P_CPHEVPET15,T_P_CPHEVPET15_DEMO,-,T_P_Car
BASE,SI,TRA,T_P_CPHEVPET15,T_P_CPHEVPET15_NRGI,-,TRAELC
BASE,SI,TRA,T_P_CPHEVPET15,T_P_CPHEVPET15_NRGI,-,TRAPET
BASE,SI,TRA,T_P_MICEPET15,T_P_MICEPET15_DEMO,-,T_P_Mcy
BASE,SI,TRA,T_P_MICEPET15,T_P_MICEPET15_NRGI,-,TRAPET
BASE,SI,TRA,T_P_Rail15,T_P_Rail15_DEMO,-,T_P_Rail
BASE,SI,TRA,T_P_Rail15,T_P_Rail15_NRGI,-,TRAELC
BASE,SI,TRA,T_R_Rail15,T_R_Rail15_DEMO,-,T_F_Rail
BASE,SI,TRA,T_R_Rail15,T_R_Rail15_NRGI,-,TRADSL
NewTechs_Industry,NI,-,WOOD-PH-STM_HW-LPG-Boiler,WOOD-PH-STM_HW-LPG-Boiler_DEMO,-,WOOD-PH-STM_HW
NewTech_RC,SI,-,C_OTH-MPS_-LPG,C_OTH-MPS_-LPG_DEMO,-,C_OTH-MPS
NewTech_ELC_KEA,NI,-,EWINDDIST20,EWINDDIST20_NRGO,-,ELC-MV
NewTech_RC,SI,-,C_OTH-WH_AirHP-ELC,C_OTH-WH_AirHP-ELC_NRGI,-,COMELC
NewTech_RC,NI,-,C_EDU-WH_Boiler-NGA,C_EDU-WH_Boiler-NGA_NRGI,-,COMNGA
NewTech_RC,SI,-,C_EDU-SH_Boiler-BIG,C_EDU-SH_Boiler-BIG_DEMO,-,C_EDU-SH
NewTech_RC,NI,-,C_OTH-MPS_-LPG,C_OTH-MPS_-LPG_DEMO,-,C_OTH-MPS
NewTech_AGR_KEA,NI,-,ALIVE-MoTP-Mob-MTr--DSL,ALIVE-MoTP-Mob-MTr--DSL_DEMO,-,ALIVE-MoTP-Mob-MTr
NewTech_RC,NI,-,C_HLTH-MPM_-DSL,C_HLTH-MPM_-DSL_DEMO,-,C_HLTH-MPM
NewTech_RC,SI,-,C_HLTH-MPM_-H2R,C_HLTH-MPM_-H2R_DEMO,-,C_HLTH-MPM
NewTech_RC,NI,-,C_WSR-SH_RH-ELC,C_WSR-SH_RH-ELC_DEMO,-,C_WSR-SH
NewTech_ELC_KEA,NI,-,EWINDOFFSFLOA20,EWINDOFFSFLOA20_NRGI,-,ELCWIN
NewTech_RC,NI,-,C_WSR-MPM_-H2R,C_WSR-MPM_-H2R_NRGI,-,COMH2R
NewTransport-TUI,NI,-,T_F_MTrICEDSL,T_F_MTrICEDSL_NRGI,-,TRADSL
NewTech_RC,SI,-,C_OTH-WH_Boiler-FOL,C_OTH-WH_Boiler-FOL_NRGI,-,COMFOL
NewTech_RC,SI,-,C_WSR-CK_Elements-ELC,C_WSR-CK_Elements-ELC_NRGI,-,COMELC
NewTechs_Industry,SI,-,DARY-PH-TVR_DRY-ELC-HPmp,DARY-PH-TVR_DRY-ELC-HPmp_DEMO,-,DARY-PH-TVR_DRY
NewTransport-TUI,SI,-,T_F_VHTFCH2R,T_F_VHTFCH2R_DEMO,-,T_F_VHTrk
NewTech_RC,NI,-,R_DDW-WH_Gasheat-NGA,R_DDW-WH_Gasheat-NGA_DEMO,-,R_DDW-WH
NewTech_RC,NI,-,C_EDU-WH_Boiler-NGA,C_EDU-WH_Boiler-NGA_DEMO,-,C_EDU-WH
NewTech_AGR_TUI,NI,-,ADCF-MoTP-Mob-MTr--ELC,ADCF-MoTP-Mob-MTr--ELC_DEMO,-,ADCF-MoTP-Mob-MTr
NewTransport-TUI,SI,-,T_P_CHYBDSL,T_P_CHYBDSL_DEMO,-,T_P_Car
NewTransport-TUI,NI,-,T_F_VHTFCH2R,T_F_VHTFCH2R_DEMO,-,T_F_VHTrk
NewTech_RC,NI,-,C_OTH-WH_Boiler-H2R,C_OTH-WH_Boiler-H2R_NRGI,-,COMH2R
NewTech_RC,SI,-,C_HLTH-LT_INC-ELC,C_HLTH-LT_INC-ELC_NRGI,-,COMELC
NewTech_RC,NI,-,R_DDW-WH_HWC-SOL,R_DDW-WH_HWC-SOL_NRGI,-,RESSOL
NewTech_RC,SI,-,C_HLTH-WH_Boiler-NGA,C_HLTH-WH_Boiler-NGA_DEMO,-,C_HLTH-WH
NewTech_RC,NI,-,C_OFFC-WH_GHP-ELC,C_OFFC-WH_GHP-ELC_DEMO,-,C_OFFC-WH
NewTech_RC,NI,-,C_OFFC-SH_AirHP-ELC,C_OFFC-SH_AirHP-ELC_NRGI,-,COMELC
NewTech_RC,NI,-,C_OTH-WH_Boiler-COA,C_OTH-WH_Boiler-COA_DEMO,-,C_OTH-WH
NewTech_RC,NI,-,C_HLTH-WH_Boiler-PLT,C_HLTH-WH_Boiler-PLT_NRGI,-,COMPLT
NewTechs_Industry,NI,-,REFI-PH-FURN-ELC-Furn,REFI-PH-FURN-ELC-Furn_DEMO,-,REFI-PH-FURN
NewTechs_Industry,SI,-,IIS-MoTP-Stat-PET-st_ngn,IIS-MoTP-Stat-PET-st_ngn_NRGI,-,INDPET
NewTech_AGR_KEA,NI,-,AINDC-SH-Boiler-H2R,AINDC-SH-Boiler-H2R_DEMO,-,AINDC-SH
NewTechs_Industry,SI,-,DARY-MoTP-Stat-DSL-st_ngn,DARY-MoTP-Stat-DSL-st_ngn_NRGI,-,INDDSL
