Scenario,Region,Sector,Process,Name,Description,Member
NewTransport-TUI,SI,-,T_C_CHYBPET,T_C_CHYBPET_DEMO,-,T_C_Car
NewTech_RC,NI,-,C_HLTH-SH_Boiler-BIG,C_HLTH-SH_Boiler-BIG_NRGI,-,COMBIG
NewTransport-TUI,SI,-,T_P_CPHEVDSL,T_P_CPHEVDSL_DEMO,-,T_P_Car
NewTech_RC,SI,-,C_WSR-WH_Boiler-LPG,C_WSR-WH_Boiler-LPG_NRGI,-,COMLPG
NewTech_AGR_TUI,NI,-,ADCF-MoTP-Mob-Bike--PET,ADCF-MoTP-Mob-Bike--PET_NRGI,-,AGRPET
NewTechs_Industry,NI,-,MNNG-MoTP-Mob-NGA-ICE_ofrd,MNNG-MoTP-Mob-NGA-ICE_ofrd_NRGI,-,INDNGA
NewTransport-TUI,NI,-,T_F_MTrICEDSL,T_F_MTrICEDSL_DEMO,-,T_F_MTrk
NewTech_RC,NI,-,C_OFFC-SH_RH-ELC,C_OFFC-SH_RH-ELC_NRGI,-,COMELC
NewTech_RC,NI,-,C_OFFC-SC_GHP-ELC,C_OFFC-SC_GHP-ELC_NRGI,-,COMELC
NewTransport-TUI,SI,-,T_F_MTrFCH2R,T_F_MTrFCH2R_NRGI,-,TRAH2R
NewTech_RC,NI,-,C_HLTH-LT_LED-ELC,C_HLTH-LT_LED-ELC_NRGI,-,COMELC
NewTech_RC,SI,-,C_WSR-SH_Boiler-NGA,C_WSR-SH_Boiler-NGA_DEMO,-,C_WSR-SH
NewTech_RC,NI,-,C_EDU-SH_Boiler-LPG,C_EDU-SH_Boiler-LPG_NRGI,-,COMLPG
NewTech_ELC_TUI,SI,-,EHYD-DAM-New20,EHYD-DAM-New20_NRGO,-,ELC
NewTransport-KEA,SI,-,T_C_CPHEVDSL,T_C_CPHEVDSL_NRGI,-,TRAELC
NewTech_RC,SI,-,C_OTH-MPM_-DSL,C_OTH-MPM_-DSL_NRGI,-,COMDSL
NewTech_RC,SI,-,C_HLTH-SH_Boiler-H2R,C_HLTH-SH_Boiler-H2R_NRGI,-,COMH2R
NewTech_RC,SI,-,C_EDU-SH_Boiler-BIG,C_EDU-SH_Boiler-BIG_NRGI,-,COMBIG
NewTechs_Industry,NI,-,DARY-MoTP-Stat-ELC-VSD-Mtr,DARY-MoTP-Stat-ELC-VSD-Mtr_NRGI,-,INDELC
NewTech_RC,SI,-,C_OTH-SH_AirHP-ELC,C_OTH-SH_AirHP-ELC_NRGI,-,COMELC
NewTechs_Industry,SI,-,DARY-PH-TVR_EVP-WOD-Boiler,DARY-PH-TVR_EVP-WOD-Boiler_DEMO,-,DARY-PH-TVR_EVP
NewTech_RC,SI,-,C_HLTH-MPS_-LPG,C_HLTH-MPS_-LPG_DEMO,-,C_HLTH-MPS
NewTech_RC,NI,-,C_WSR-WH_Boiler-PLT,C_WSR-WH_Boiler-PLT_NRGI,-,COMPLT
NewTechs_Industry,NI,-,FOOD-PH-OVN-COA-Oven,FOOD-PH-OVN-COA-Oven_DEMO,-,FOOD-PH-OVN
NewTech_AGR_KEA,NI,-,ALIVE-LIG--ELC,ALIVE-LIG--ELC_NRGI,-,AGRELC
NewTechs_Industry,SI,-,MTHOL-PH_REFRM-NGA-REFRM,MTHOL-PH_REFRM-NGA-REFRM_NRGI,-,INDNGA
NewTech_RC,NI,-,C_OFFC-WH_Instant-ELC,C_OFFC-WH_Instant-ELC_NRGI,-,COMELC
NewTech_RC,NI,-,C_WSR-SH_Boiler-COA,C_WSR-SH_Boiler-COA_NRGI,-,COMCOA
NewTech_RC,SI,-,C_HLTH-WH_Boiler-DSL,C_HLTH-WH_Boiler-DSL_NRGI,-,COMDSL
NewTransport-KEA,NI,-,T_P_CPHEVPET,T_P_CPHEVPET_NRGI,-,TRAELC
NewTechs_Industry,SI,-,MEAT-MoTP-Stat-ELC-VSD-Mtr,MEAT-MoTP-Stat-ELC-VSD-Mtr_DEMO,-,MEAT-MoTP-Stat
NewTransport-KEA,SI,-,T_P_CPHEVDSL,T_P_CPHEVDSL_NRGI,-,TRADSL
NewTechs_Industry,SI,-,IIS-PH-FURN-LPG-Furn,IIS-PH-FURN-LPG-Furn_DEMO,-,IIS-PH-FURN
NewTech_RC,NI,-,C_WSR-SH_Boiler-NGA,C_WSR-SH_Boiler-NGA_NRGI,-,COMNGA
NewTech_ELC_KEA,SI,-,ESOLPVIND20,ESOLPVIND20_NRGO,-,INDELC
NewTech_AGR_TUI,NI,-,AHORT-MoTP-Mob-MTr--DSL,AHORT-MoTP-Mob-MTr--DSL_NRGI,-,AGRDSL
NewTech_AGR_KEA,NI,-,ALIVE-MoTP-Mob-Uti--DSL,ALIVE-MoTP-Mob-Uti--DSL_DEMO,-,ALIVE-MoTP-Mob-Uti
NewTech_RC,SI,-,C_WSR-WH_Cylinder-NGA,C_WSR-WH_Cylinder-NGA_DEMO,-,C_WSR-WH
NewTech_RC,NI,-,C_HLTH-SH_AIRHP-ELC,C_HLTH-SH_AIRHP-ELC_DEMO,-,C_HLTH-SH
NewTech_ELC_TUI,SI,-,ENGA_GTCCF20,ENGA_GTCCF20_NRGO,-,ELC
NewTechs_Industry,NI,-,MNNG-PH-STM_HW-COA-Boiler,MNNG-PH-STM_HW-COA-Boiler_DEMO,-,MNNG-PH-STM_HW
NewTransport-TUI,NI,-,T_C_CPHEVPET,T_C_CPHEVPET_DEMO,-,T_C_Car
NewTechs_Industry,NI,-,MNNG-PH-STM_HW-LPG-Boiler,MNNG-PH-STM_HW-LPG-Boiler_NRGI,-,INDLPG
NewTech_RC,SI,-,C_OTH-WH_Boiler-DSL,C_OTH-WH_Boiler-DSL_NRGI,-,COMDSL
NewTech_RC,SI,-,C_WSR-CK_Elements-H2R,C_WSR-CK_Elements-H2R_DEMO,-,C_WSR-CK
NewTech_ELC_TUI,NI,-,EWINDDIST20,EWINDDIST20_NRGO,-,ELC-MV
NewTech_RC,NI,-,C_EDU-SH_Boiler-COA,C_EDU-SH_Boiler-COA_NRGI,-,COMCOA
NewTechs_Industry,NI,-,MNRL-PH-STM_HW-ELC-HPmp,MNRL-PH-STM_HW-ELC-HPmp_DEMO,-,MNRL-PH-STM_HW
NewTech_AGR_TUI,SI,-,AHORT-MoTP-Mob-Trac--H2R,AHORT-MoTP-Mob-Trac--H2R_DEMO,-,AHORT-MoTP-Mob-Trac
NewTechs_Industry,NI,-,METAL-PH-FURN-FOL-Furn,METAL-PH-FURN-FOL-Furn_NRGI,-,INDFOL
NewTechs_Industry,NI,-,MNRL-MoTP-Stat-PET-st_ngn,MNRL-MoTP-Stat-PET-st_ngn_DEMO,-,MNRL-MoTP-Stat
NewTech_ELC_KEA,NI,-,ESOLPVIND20,ESOLPVIND20_NRGI,-,ELCSOL
NewTech_RC,NI,-,C_HLTH-PH_Boiler-NGA,C_HLTH-PH_Boiler-NGA_NRGI,-,COMNGA
NewTech_RC,SI,-,C_WSR-MPS_-DSL,C_WSR-MPS_-DSL_DEMO,-,C_WSR-MPS
NewTech_RC,NI,-,C_OTH-SH_Boiler-PLT,C_OTH-SH_Boiler-PLT_DEMO,-,C_OTH-SH
NewTechs_Industry,NI,-,MNRL-PH-FURN-ELC-Furn,MNRL-PH-FURN-ELC-Furn_NRGI,-,INDELC
NewTech_RC,NI,-,R_JDW-SH_Centrgasheat-NGA,R_JDW-SH_Centrgasheat-NGA_NRGI,-,RESNGA
NewTechs_Industry,SI,-,IIS-PH-FURN-ELC-Furn,IIS-PH-FURN-ELC-Furn_NRGI,-,INDELC
NewTech_RC,SI,-,C_HLTH-WH_AIRHP-ELC,C_HLTH-WH_AIRHP-ELC_DEMO,-,C_HLTH-WH
NewTech_ELC_TUI,NI,-,EHCOL_CCS30,EHCOL_CCS30_NRGO,-,ELC
NewTech_AGR_TUI,SI,-,ALIVE-MoTP-Mob-Bike--PET,ALIVE-MoTP-Mob-Bike--PET_NRGI,-,AGRPET
NewTransport-KEA,NI,-,T_F_MTrFCH2R,T_F_MTrFCH2R_DEMO,-,T_F_MTrk
NewTech_RC,NI,-,C_WSR-WH_Boiler-DSL,C_WSR-WH_Boiler-DSL_DEMO,-,C_WSR-WH
NewTech_RC,NI,-,C_HLTH-MPM_-DSL,C_HLTH-MPM_-DSL_NRGI,-,COMDSL
NewTechs_Industry,SI,-,PLPPPR-MoTP-Stat-ELC-Motor,PLPPPR-MoTP-Stat-ELC-Motor_NRGI,-,INDELC
NewTech_ELC_KEA,NI,-,CCS_Store2,CCS_Store2_NRGO,-,COseq
NewTech_RC,SI,-,C_EDU-SH_Boiler-ELC,C_EDU-SH_Boiler-ELC_DEMO,-,C_EDU-SH
NewTech_RC,SI,-,C_OTH-MPS_-H2R,C_OTH-MPS_-H2R_DEMO,-,C_OTH-MPS
NewTech_RC,NI,-,C_OFFC-WH_Boiler-BIG,C_OFFC-WH_Boiler-BIG_NRGI,-,COMBIG
NewTechs_Industry,SI,-,OTH-BGS-BGS-Tech,OTH-BGS-BGS-Tech_DEMO,-,OTH-BGS
NewTech_AGR_TUI,NI,-,AHORT-IRG-IrgVSD-ELC,AHORT-IRG-IrgVSD-ELC_NRGI,-,AGRELC
NewTransport-KEA,SI,-,T_P_CICEPET,T_P_CICEPET_DEMO,-,T_P_Car
NewTransport-KEA,NI,-,T_C_CICEDSL,T_C_CICEDSL_NRGI,-,TRADSL
NewTech_ELC_TUI,NI,-,EGEOCONSFLSH20,EGEOCONSFLSH20_ENVO,-,ELCCO2
NewTech_AGR_KEA,NI,-,AFORE-MoTP-Stat--ELC,AFORE-MoTP-Stat--ELC_NRGI,-,AGRELC
NewTechs_Industry,SI,-,MNRL-PH-STM_HW-WOD-Boiler,MNRL-PH-STM_HW-WOD-Boiler_NRGI,-,INDWOD
NewTechs_Industry,SI,-,CNST-MoTP-Mob-DSL-ICE_ofrd,CNST-MoTP-Mob-DSL-ICE_ofrd_NRGI,-,INDDSL
NewTech_AGR_KEA,NI,-,ALIVE-IRG-Irg-ELC,ALIVE-IRG-Irg-ELC_NRGI,-,AGRELC
NewTech_AGR_KEA,NI,-,AINDC-SH-HP-ELC,AINDC-SH-HP-ELC_DEMO,-,AINDC-SH
NewTechs_Industry,NI,-,CNST-MoTP-Stat-PET-st_ngn,CNST-MoTP-Stat-PET-st_ngn_NRGI,-,INDPET
NewTech_AGR_KEA,NI,-,ADCF-WH-Cylinder-ELC,ADCF-WH-Cylinder-ELC_DEMO,-,ADCF-WH
NewTechs_Industry,NI,-,IIS-MoTP-Stat-ELC-Motor,IIS-MoTP-Stat-ELC-Motor_DEMO,-,IIS-MoTP-Stat
NewTech_RC,NI,-,C_HLTH-PH_Boiler-H2R,C_HLTH-PH_Boiler-H2R_NRGI,-,COMH2R
NewTech_RC,NI,-,C_WSR-SH_DirectH-GEO,C_WSR-SH_DirectH-GEO_NRGI,-,COMGEO
NewTransport-KEA,NI,-,T_C_CICEPET,T_C_CICEPET_NRGI,-,TRAPET
NewTech_RC,NI,-,C_WSR-LT_LED-ELC,C_WSR-LT_LED-ELC_DEMO,-,C_WSR-LT
NewTech_RC,NI,-,C_OTH-SH_AirHP-ELC,C_OTH-SH_AirHP-ELC_NRGI,-,COMELC
NewTech_RC,NI,-,C_WSR-WH_Boiler-COA,C_WSR-WH_Boiler-COA_NRGI,-,COMCOA
NewTechs_Industry,SI,-,REFI-PH-STM_HW-ELC-HPmp,REFI-PH-STM_HW-ELC-HPmp_NRGI,-,INDELC
NewTech_RC,NI,-,C_OFFC-SC_GHP-ELC,C_OFFC-SC_GHP-ELC_DEMO,-,C_OFFC-SC
NewTechs_Industry,NI,-,FOOD-PH-STM_HW-FOL-Heat,FOOD-PH-STM_HW-FOL-Heat_NRGI,-,INDFOL
NewTechs_Industry,NI,-,MEAT-PH-STM_HW-DSL-Boiler,MEAT-PH-STM_HW-DSL-Boiler_NRGI,-,INDDSL
NewTech_AGR_TUI,NI,-,ALIVE-MoTP-Mob-MTr--H2R,ALIVE-MoTP-Mob-MTr--H2R_NRGI,-,AGRH2R
NewTech_RC,SI,-,R_DDW-SH_HP-ELC,R_DDW-SH_HP-ELC_NRGI,-,RESELC
NewTechs_Industry,NI,-,MNNG-MoTP-Mob-PET-ICE_ofrd,MNNG-MoTP-Mob-PET-ICE_ofrd_NRGI,-,INDPET
NewTech_ELC_KEA,NI,-,ESOLPVBCOM20,ESOLPVBCOM20_NRGO,-,ELCDD
NewTech_RC,NI,-,C_HLTH-SH_Boiler-BIG,C_HLTH-SH_Boiler-BIG_DEMO,-,C_HLTH-SH
NewTech_RC,SI,-,C_WSR-MPM_-H2R,C_WSR-MPM_-H2R_NRGI,-,COMH2R
NewTechs_Industry,SI,-,REFI-MoTP-Stat-PET-st_ngn,REFI-MoTP-Stat-PET-st_ngn_NRGI,-,INDPET
NewTechs_Industry,NI,-,WOOD-PH-FURN-NGA-Furn,WOOD-PH-FURN-NGA-Furn_NRGI,-,INDNGA
NewTech_ELC_KEA,SI,-,ESOLPVUTIFIX20,ESOLPVUTIFIX20_NRGI,-,ELCSOL
NewTransport-KEA,SI,-,T_F_VHTFCH2R,T_F_VHTFCH2R_NRGI,-,TRAH2R
NewTech_AGR_TUI,SI,-,ALIVE-LIG--ELC,ALIVE-LIG--ELC_DEMO,-,ALIVE-LIG
NewTech_ELC_KEA,NI,-,ESOLPVBRES20,ESOLPVBRES20_NRGI,-,ELCSOL
NewTechs_Industry,NI,-,CNST-MoTP-Mob-DSL-ICE_ofrd,CNST-MoTP-Mob-DSL-ICE_ofrd_DEMO,-,CNST-MoTP-Mob
NewTech_RC,NI,-,R_JDW-SH_Burner-LPG,R_JDW-SH_Burner-LPG_NRGI,-,RESLPG
NewTechs_Industry,SI,-,DARY-PH-TVR_DRY-ELC-HRCVR,DARY-PH-TVR_DRY-ELC-HRCVR_DEMO,-,DARY-PH-TVR_DRY
NewTech_RC,SI,-,C_OTH-WH_Boiler-ELC,C_OTH-WH_Boiler-ELC_DEMO,-,C_OTH-WH
NewTech_ELC_TUI,NI,-,EHCO_CCS30,EHCO_CCS30_NRGI,-,COseq
NewTech_RC,SI,-,R_DDW-SH_MSHP-ELC,R_DDW-SH_MSHP-ELC_NRGI,-,RESELC
NewTechs_Industry,SI,-,MNRL-MoTP-Stat-ELC-Motor,MNRL-MoTP-Stat-ELC-Motor_NRGI,-,INDELC
NewTech_RC,NI,-,C_WSR-CK_Ovens-H2R,C_WSR-CK_Ovens-H2R_NRGI,-,COMH2R
NewTechs_Industry,SI,-,PLPPPR-PH-DirH-NGA-Burner,PLPPPR-PH-DirH-NGA-Burner_NRGI,-,INDNGA
NewTechs_Industry,NI,-,CHMCL-PH-DirH-ELC-Heater,CHMCL-PH-DirH-ELC-Heater_DEMO,-,CHMCL-PH-DirH
NewTech_RC,SI,-,C_OTH-WH_Boiler-PLT,C_OTH-WH_Boiler-PLT_DEMO,-,C_OTH-WH
NewTech_AGR_KEA,SI,-,ADCF-IRG-Irg-ELC,ADCF-IRG-Irg-ELC_DEMO,-,ADCF-IRG
NewTechs_Industry,NI,-,CHMCL-MoTP-Stat-ELC-Motor,CHMCL-MoTP-Stat-ELC-Motor_NRGI,-,INDELC
NewTech_AGR_TUI,SI,-,ADCF-MoTP-Mob-MTr--ELC,ADCF-MoTP-Mob-MTr--ELC_NRGI,-,AGRELC
NewTech_ELC_KEA,SI,-,EGEOBIN20,EGEOBIN20_NRGI,-,ELCGEO
NewTech_AGR_TUI,SI,-,AHORT-MoTP-Mob-Trac--DSL,AHORT-MoTP-Mob-Trac--DSL_DEMO,-,AHORT-MoTP-Mob-Trac
NewTech_AGR_KEA,NI,-,AHORT-MoTP-Mob-Uti--H2R,AHORT-MoTP-Mob-Uti--H2R_NRGI,-,AGRH2R
NewTech_RC,NI,-,C_WSR-MPS_-ELC,C_WSR-MPS_-ELC_DEMO,-,C_WSR-MPS
NewTech_ELC_TUI,SI,-,EBIL20,EBIL20_NRGO,-,ELC
NewTech_RC,SI,-,C_WSR-SH_GHP-ELC,C_WSR-SH_GHP-ELC_DEMO,-,C_WSR-SH
NewTechs_Industry,SI,-,DARY-PH-STM_HW-DSL-Boiler,DARY-PH-STM_HW-DSL-Boiler_DEMO,-,DARY-PH-STM_HW
NewTransport-KEA,NI,-,T_P_CPHEVPET,T_P_CPHEVPET_NRGI,-,TRAPET
NewTechs_Industry,SI,-,MNNG-PH-STM_HW-ELC-Boiler,MNNG-PH-STM_HW-ELC-Boiler_DEMO,-,MNNG-PH-STM_HW
NewTech_RC,SI,-,C_HLTH-MPM_-PET,C_HLTH-MPM_-PET_DEMO,-,C_HLTH-MPM
NewTech_AGR_TUI,SI,-,AFISH-RFGR-RF-ELC,AFISH-RFGR-RF-ELC_DEMO,-,AFISH-RFGR
NewTechs_Industry,SI,-,DARY-PH-TVR_DRY-WOD-Boiler,DARY-PH-TVR_DRY-WOD-Boiler_DEMO,-,DARY-PH-TVR_DRY
NewTransport-TUI,NI,-,T_P_CHYBDSL,T_P_CHYBDSL_NRGI,-,TRADSL
NewTechs_Industry,SI,-,DARY-PH-STM_HW-LPG-Boiler,DARY-PH-STM_HW-LPG-Boiler_DEMO,-,DARY-PH-STM_HW
NewTechs_Industry,NI,-,METAL-MoTP-Stat-ELC-VSD-Mtr,METAL-MoTP-Stat-ELC-VSD-Mtr_NRGI,-,INDELC
NewTech_AGR_KEA,SI,-,ADCF-MoTP-Mob-Trac--H2R,ADCF-MoTP-Mob-Trac--H2R_NRGI,-,AGRH2R
NewTechs_Industry,SI,-,DARY-PH-TVR_DRY-WOD-Boiler,DARY-PH-TVR_DRY-WOD-Boiler_NRGI,-,INDWOD
NewTech_RC,NI,-,C_OTH-SC_GHP-ELC,C_OTH-SC_GHP-ELC_DEMO,-,C_OTH-SC
NewTransport-TUI,SI,-,T_C_CFCH2R,T_C_CFCH2R_NRGI,-,TRAH2R
NewTech_RC,SI,-,C_WSR-SH_Boiler-ELC,C_WSR-SH_Boiler-ELC_NRGI,-,COMELC
NewTechs_Industry,NI,-,FOOD-PH-OVN-NGA-Oven,FOOD-PH-OVN-NGA-Oven_DEMO,-,FOOD-PH-OVN
NewTech_AGR_KEA,SI,-,AFISH-RFGR-RF-ELC,AFISH-RFGR-RF-ELC_DEMO,-,AFISH-RFGR
NewTechs_Industry,NI,-,PLPPPR-MoTP-Stat-ELC-Motor,PLPPPR-MoTP-Stat-ELC-Motor_DEMO,-,PLPPPR-MoTP-Stat
NewTechs_Industry,SI,-,DARY-RFGR-ELC-Refriger,DARY-RFGR-ELC-Refriger_DEMO,-,DARY-RFGR
NewTechs_Industry,NI,-,FOOD-MoTP-Stat-PET-st_ngn,FOOD-MoTP-Stat-PET-st_ngn_DEMO,-,FOOD-MoTP-Stat
NewTechs_Industry,SI,-,MNRL-PH-STM_HW-COA-Boiler,MNRL-PH-STM_HW-COA-Boiler_NRGI,-,INDCOA
NewTech_AGR_KEA,NI,-,ADCF-MoTP-Mob-Trac--DSL,ADCF-MoTP-Mob-Trac--DSL_DEMO,-,ADCF-MoTP-Mob-Trac
NewTech_RC,NI,-,C_OFFC-WH_Boiler-H2R,C_OFFC-WH_Boiler-H2R_NRGI,-,COMH2R
NewTech_RC,NI,-,C_OFFC-WH_AirHP-ELC,C_OFFC-WH_AirHP-ELC_NRGI,-,COMELC
NewTech_AGR_KEA,SI,-,AFORE-MoTP-Mob-GB--DSL,AFORE-MoTP-Mob-GB--DSL_DEMO,-,AFORE-MoTP-Mob-GB
NewTechs_Industry,NI,-,WOOD-MoTP-Stat-ELC-Motor,WOOD-MoTP-Stat-ELC-Motor_NRGI,-,INDELC
NewTechs_Industry,NI,-,CHMCL-PH-STM_HW-COA-Boiler,CHMCL-PH-STM_HW-COA-Boiler_DEMO,-,CHMCL-PH-STM_HW
NewTechs_Industry,NI,-,DARY-Pump-ELC-Pump,DARY-Pump-ELC-Pump_NRGI,-,INDELC
NewTech_RC,NI,-,R_DDW-SH_DUCHP-ELC,R_DDW-SH_DUCHP-ELC_NRGI,-,RESELC
NewTech_ELC_TUI,SI,-,EBIL20,EBIL20_NRGI,-,ELCBIL
NewTech_RC,SI,-,C_HLTH-SH_Boiler-COA,C_HLTH-SH_Boiler-COA_DEMO,-,C_HLTH-SH
NewTech_RC,NI,-,C_OTH-MPM_-ELC,C_OTH-MPM_-ELC_NRGI,-,COMELC
NewTechs_Industry,SI,-,MNNG-PH-STM_HW-WOD-Boiler,MNNG-PH-STM_HW-WOD-Boiler_NRGI,-,INDWOD
NewTech_RC,SI,-,C_OFFC-OTH_EELC-ELC,C_OFFC-OTH_EELC-ELC_DEMO,-,C_OFFC-OTH
NewTransport-TUI,SI,-,T_F_MTrBEVELC,T_F_MTrBEVELC_DEMO,-,T_F_MTrk
NewTechs_Industry,SI,-,FOOD-PH-OVN-COA-Oven,FOOD-PH-OVN-COA-Oven_DEMO,-,FOOD-PH-OVN
NewTech_RC,NI,-,C_HLTH-SH_Boiler-FOL,C_HLTH-SH_Boiler-FOL_DEMO,-,C_HLTH-SH
NewTech_RC,NI,-,C_OTH-MPM_-FOL,C_OTH-MPM_-FOL_DEMO,-,C_OTH-MPM
NewTech_AGR_TUI,NI,-,ADCF-MoTP-Mob-MTr--DSL,ADCF-MoTP-Mob-MTr--DSL_DEMO,-,ADCF-MoTP-Mob-MTr
NewTechs_Industry,SI,-,DARY-PH-STM_HW-LPG-Boiler,DARY-PH-STM_HW-LPG-Boiler_NRGI,-,INDLPG
NewTechs_Industry,SI,-,MEAT-MoTP-Stat-DSL-st_ngn,MEAT-MoTP-Stat-DSL-st_ngn_NRGI,-,INDDSL
NewTech_AGR_TUI,SI,-,ALIVE-MoTP-Mob-Trac--DSL,ALIVE-MoTP-Mob-Trac--DSL_NRGI,-,AGRDSL
NewTech_ELC_KEA,SI,-,EWOD20,EWOD20_NRGO,-,ELC
NewTech_RC,NI,-,C_HLTH-SH_Boiler-PLT,C_HLTH-SH_Boiler-PLT_DEMO,-,C_HLTH-SH
NewTech_RC,SI,-,C_WSR-SC_GHP-ELC,C_WSR-SC_GHP-ELC_DEMO,-,C_WSR-SC
NewTech_RC,NI,-,C_OTH-WH_Boiler-COA,C_OTH-WH_Boiler-COA_NRGI,-,COMCOA
NewTech_AGR_TUI,NI,-,ADCF-WH-Cylinder-ELC,ADCF-WH-Cylinder-ELC_NRGI,-,AGRELC
NewTech_RC,NI,-,C_HLTH-MPS_-LPG,C_HLTH-MPS_-LPG_DEMO,-,C_HLTH-MPS
NewTech_ELC_TUI,NI,-,EWINDCONS20,EWINDCONS20_NRGO,-,ELC
NewTransport-KEA,NI,-,T_F_HTrICEDSL,T_F_HTrICEDSL_NRGI,-,TRADSL
NewTech_RC,NI,-,C_WSR-CK_Ovens-LPG,C_WSR-CK_Ovens-LPG_NRGI,-,COMLPG
NewTech_AGR_TUI,NI,-,AFISH-LIG--ELC,AFISH-LIG--ELC_DEMO,-,AFISH-LIG
NewTech_ELC_TUI,SI,-,EHYD-RR-New20,EHYD-RR-New20_NRGI,-,ELCHYD
NewTech_AGR_TUI,SI,-,ADCF-MoTP-Mob-Trac--DSL,ADCF-MoTP-Mob-Trac--DSL_DEMO,-,ADCF-MoTP-Mob-Trac
NewTechs_Industry,NI,-,PLPPPR-PH-FURN-COA-Furn,PLPPPR-PH-FURN-COA-Furn_NRGI,-,INDCOA
NewTech_RC,SI,-,C_OFFC-WH_Boiler-DSL,C_OFFC-WH_Boiler-DSL_NRGI,-,COMDSL
NewTech_AGR_TUI,NI,-,AHORT-MoTP-Mob-Uti--ELC,AHORT-MoTP-Mob-Uti--ELC_NRGI,-,AGRELC
NewTech_RC,SI,-,C_HLTH-MPM_-PET,C_HLTH-MPM_-PET_NRGI,-,COMPET
NewTech_RC,NI,-,C_OFFC-WH_Boiler-PLT,C_OFFC-WH_Boiler-PLT_NRGI,-,COMPLT
NewTechs_Industry,NI,-,MEAT-PH-STM_HW-ELC-HPmp,MEAT-PH-STM_HW-ELC-HPmp_DEMO,-,MEAT-PH-STM_HW
NewTransport-KEA,SI,-,T_P_CHYBDSL,T_P_CHYBDSL_NRGI,-,TRADSL
NewTechs_Industry,NI,-,DARY-PH-MVR_TVR-COA-Boiler,DARY-PH-MVR_TVR-COA-Boiler_DEMO,-,DARY-PH-MVR_TVR
NewTechs_Industry,SI,-,DARY-PH-MVR_PRE-COA-Boiler,DARY-PH-MVR_PRE-COA-Boiler_DEMO,-,DARY-PH-MVR_PRE
NewTech_RC,NI,-,C_OFFC-LT_INC-ELC,C_OFFC-LT_INC-ELC_DEMO,-,C_OFFC-LT
NewTech_AGR_TUI,NI,-,ADCF-LIG--ELC,ADCF-LIG--ELC_DEMO,-,ADCF-LIG
NewTech_AGR_KEA,NI,-,ADCF-MoTP-Mob-Uti--DSL,ADCF-MoTP-Mob-Uti--DSL_NRGI,-,AGRDSL
NewTech_AGR_TUI,SI,-,ALIVE-MoTP-Mob-MTr--H2R,ALIVE-MoTP-Mob-MTr--H2R_NRGI,-,AGRH2R
NewTech_AGR_KEA,NI,-,AINDC-SH-Boiler-ELC,AINDC-SH-Boiler-ELC_DEMO,-,AINDC-SH
NewTechs_Industry,SI,-,CHMCL-PH-DirH-ELC-Heater,CHMCL-PH-DirH-ELC-Heater_DEMO,-,CHMCL-PH-DirH
NewTech_ELC_KEA,SI,-,EHYD-RR-NSmall20,EHYD-RR-NSmall20_NRGI,-,ELCHYD
NewTech_RC,SI,-,C_OTH-MPS_-H2R,C_OTH-MPS_-H2R_NRGI,-,COMH2R
NewTech_AGR_TUI,NI,-,AFORE-MoTP-Mob-GB--H2R,AFORE-MoTP-Mob-GB--H2R_DEMO,-,AFORE-MoTP-Mob-GB
NewTech_ELC_TUI,SI,-,EWINDHIGHCF20,EWINDHIGHCF20_NRGI,-,ELCWIN
NewTech_RC,SI,-,C_OTH-SH_Boiler-COA,C_OTH-SH_Boiler-COA_DEMO,-,C_OTH-SH
NewTech_RC,NI,-,C_EDU-WH_Boiler-H2R,C_EDU-WH_Boiler-H2R_NRGI,-,COMH2R
NewTechs_Industry,SI,-,FOOD-PH-STM_HW-ELC-MWO,FOOD-PH-STM_HW-ELC-MWO_NRGI,-,INDELC
NewTechs_Industry,SI,-,IIS-MoTP-Stat-DSL-st_ngn,IIS-MoTP-Stat-DSL-st_ngn_NRGI,-,INDDSL
NewTech_AGR_TUI,NI,-,AFISH-BOAT-HYBBOAT-DSL,AFISH-BOAT-HYBBOAT-DSL_DEMO,-,AFISH-BOAT
NewTech_RC,SI,-,C_OFFC-SH_Boiler-FOL,C_OFFC-SH_Boiler-FOL_NRGI,-,COMFOL
NewTechs_Industry,NI,-,MEAT-PH-STM_HW-WOD-Boiler,MEAT-PH-STM_HW-WOD-Boiler_NRGI,-,INDWOD
NewTech_RC,SI,-,C_HLTH-MPM_-H2R,C_HLTH-MPM_-H2R_NRGI,-,COMH2R
NewTech_AGR_KEA,SI,-,ALIVE-MoTP-Mob-Uti--ELC,ALIVE-MoTP-Mob-Uti--ELC_DEMO,-,ALIVE-MoTP-Mob-Uti
NewTechs_Industry,SI,-,METAL-PH-FURN-FOL-Furn,METAL-PH-FURN-FOL-Furn_DEMO,-,METAL-PH-FURN
NewTech_RC,SI,-,C_EDU-LT_INC-ELC,C_EDU-LT_INC-ELC_NRGI,-,COMELC
NewTechs_Industry,NI,-,IIS-MoTP-Stat-DSL-st_ngn,IIS-MoTP-Stat-DSL-st_ngn_NRGI,-,INDDSL
NewTech_RC,NI,-,C_WSR-WH_Boiler-BIG,C_WSR-WH_Boiler-BIG_NRGI,-,COMBIG
NewTech_RC,SI,-,C_OTH-WH_Instant-LPG,C_OTH-WH_Instant-LPG_NRGI,-,COMLPG
